sehir,isim,ilce,tel,adres
Trabzon İli,Yildiz Sofrası Restaurant ve Düğün Salonu,Trabzon,3340644,"Çimenli Mevkii , Mıtsubıshı Plaza Üstü No:42"
Trabzon İli,Burger King,Trabzon,3300245,Değirmendere Mevki Devlet Sahil Yolu Cad.
Trabzon İli,Burger King,Trabzon,3214100,Kemerkaya Mah. Maraş Cad. No:1
Trabzon İli,Kervansaray Pide Salonu,Trabzon,2287313,Orta Cad. No:2 Akçaabat Merkez
Trabzon İli,Sebat Köfte Balık,Trabzon,2281228,Orta Mah. Orta Cad. No:43
Trabzon İli,Takıl'es,Trabzon,3280028,Kalkınma Mah. Farabi Cad. No:29 Trabzon Merkez
Trabzon İli,Pazar Lokantası,Trabzon,2285722,Belediye Hal Dükkanları D:19 Akçaabat Merkez
Trabzon İli,Saklıca Cafe,Trabzon,2288540,Orta Cad. No:20 Akçaabat Merkez
Trabzon İli,Sevilen Aile Restoran,Trabzon,2310788,Aktoprak Köyü Merkez Mah. No:68/A Trabzon Merkez
Trabzon İli,Boğaziçi Lokantası,Trabzon,3233371,Gazi Paşa Mah. Gazi Paşa Cad. Tiyatro Sok. No:2 Trabzon Merkez
Trabzon İli,Köroğlu Pide Salonu,Trabzon,3222632,"Kemerkaya Mah., Kunduracılar Cad Türk İş Hanı D:2"
Trabzon İli,Akyol Lokantası,Trabzon,3225820,Pazarkapı Mah. Hasım Sok.
Trabzon İli,Nur Pide Salonu,Trabzon,2310732,3 Nolu Erdoğdu Mah.
Trabzon İli,Pek-Ünlü Fast Food,Trabzon,3212117,Kunduracılar Cad. Odabaşı Çıkmazı No:64
Trabzon İli,Çelikoğlu Köfte Salonu,Trabzon,4195161,Merkez Mah. Yılmaz Çelik Bulv. No:9 Araklı Merkez
Trabzon İli,Kervansaray Pide Ve Lahmacun Salonu,Trabzon,3266463,Çarşı Mah. Kahramanmaraş Cad. No:63/A
Trabzon İli,Valide Sultan Sofrası,Trabzon,3225282,"Pazarkapı Mah. Piyasa Meydanı Cad. Moloz Sok. No:4 Trabzon Merkez, Trabzon Merkez"
Trabzon İli,Konkon Pide Salonu,Trabzon,2238189,Toklu Mah. Yavuz Selim Bulv. No:238
Trabzon İli,Bay Pizza,Trabzon,3262024,Kahramanmaraş Cad. İpek Yolu İş Merkezi
Trabzon İli,Karadeniz Lokantası,Trabzon,2291978,Kahramanmaraş Cad.
Trabzon İli,Friends Burger,Trabzon,3231127,Cumhuriyet Cad. No:11
Trabzon İli,Popeyes Louisiana Kitchen,Trabzon,"
",Değirmendere Mevki Devlet Sahil Yolu Cad.
Trabzon İli,Akçaabat Köfte Salonu,Trabzon,3222858,Pazarkapı Mah. Kalkanoğlu Cad. No:30
Trabzon İli,Volkan Lokantası,Trabzon,3224731,Atatürk Alanı No:8
Trabzon İli,Lale Yemek Kebap Salonu,Trabzon,3216594,Kemerkaya Mah. Maraş Cad. İpekyolu İş Merkezi No:13
Trabzon İli,Mavisu Balık Evi,Trabzon,3232330,Çarşı Mah. Uzun Sok. Kolotoğlu İş Hanı D:62/A
Trabzon İli,Hür Mola,Trabzon,3217699,Uzun Sok. Kızılay Aralığı No:3 Trabzon Merkez
Trabzon İli,Eray Çorba,Trabzon,3225150,İskender Paşa Mah. Sümer Sok. No:6 Trabzon Merkez
Trabzon İli,Serender Cafe Restaurant,Trabzon,462 2232425,"Yeşiltepe Mah. Tanjant Cad. Yavuz Selim Sok. No:323 Trabzon Merkez, Trabzon Merkez"
Trabzon İli,Serender Cafe Restaurant,Trabzon,462 3224422,"Kemerkaya Mah. Maraş Cad. No:34 Trabzon Merkez, Trabzon Merkez"
Trabzon İli,Eskala Cafe Restaurant,Trabzon,3218600,Taksim İş Merkezi K:5
Trabzon İli,Cumhuriyet Pide Salonu,Trabzon,8414152,Eski Cezaevi Cad. Vakfıkebir Merkez
Trabzon İli,Huzur Akçaabat Köfte Salonu,Trabzon,8213700,Avni Akkan Cad. No:67/B
Trabzon İli,Cesa Ciğköfte,Trabzon,3252372,Kalkınma Mah. Akif Saruhan Cad. 107 Sok. No:2
Trabzon İli,Pratik Fast Food,Trabzon,8713772,Cumhuriyet Mah. Çamlıkdüzü Cad. No:27
Trabzon İli,Galata Kahvecisi,Trabzon,+(90)4623350000,Konaklar Mh. Öğretmen Cebi Caddesi
Trabzon İli,Crakers Pizza - Beşirli Şubesi,Trabzon,+(90)462 888 2525,"2 Nolu Beşirli mah. Devlet Sahil Yolu Cad. Eyüboğlu Apt. No 515, Ortahisar/Trabzon"
Sinop İli,Bizim Lokantası,Ayancık,6134698,Yalı Mah. Köprübaşı Cad. No:108
Sinop İli,Nezgep Restaurant,Ayancık,6131137,Yali Mah. Gazhane Cad. Belediye Apart Otel No:51
Sinop İli,Cumhuriyet Pide Salonu,Ayancık,6131057,Cumhuriyet Meydanı
Sinop İli,Tadım Aile Lokantası,Ayancık,6132363,Yalı Mah. Belediye Cad. No:25
Sinop İli,Deniz Restaurant,Ayancık,6135106,Yalı Mah. Hakan Ünsal Cad.
Sinop İli,Kardelen Pide Salonu,Ayancık,6132311,Yalı Mah. Cumhuriyet Meydanı No:8
Sinop İli,Öz Ayancık Lokantası,Ayancık,6133451,Yalı Mah. Köprübaşı Cad. No:49
Sinop İli,Dervişoğlu Et Lokantası,Ayancık,6132494,Yeni Sanayi Sitesi Kartal Sok. 3. Blok D:2
Sinop İli,En-Ka Camurca Tesisleri,Ayancık,6134947,Çamurca Köyü
Sinop İli,PIZZAROMA AYANCIK,Ayancık,+(90)3686131112,Yali Mahallesi Belediye Caddesi Recai Ozgur Sokak No : 4/B Ayancik
Sinop İli,Çatı cafe,Sinop,+90 368 260 4545,Meydankapı Mah. Kıbrıs Caddesi No:2
Sinop İli,Meşhur Sırık Kebapcısı,Sinop,3156457,"Kemal Dede Mah. Savaş Cad. Gürsel Sok. No:18 Boyabat Merkez, Boyabat"
Sinop İli,Roof Cafe,Sinop,2613257,"Meydan Kapı Mah. Tersane Mevki Kurtuluş Cad. Sinopark Otel No:9 Sinop Merkez, Sinop Merkez"
Sinop İli,Komagene,Sinop,4162657,Merkez Mah. Orhangazi Cad. No:12/C
Sinop İli,Turkuaz Tandir Kebap,Sinop,2605300,Meydankapı Mah. Kurtuluş Sok. No:27
Sinop İli,Sinop Sofrası,Sinop,2605461,Meydankapı Mah. Görgün Sok. Pervane Medresesi No:16
Sinop İli,Güleryüz Lokantası,Gerze,7182350,Çarşı Mah. General Osman Pamukoğlu Cad. No:16/A
Sinop İli,kalyoncu pide,Gerze,903687181896,Carsi Mah Kurtulus Sok No 7
Bolu İli,Ergun'un Yeri Çukur Restaurant,Mudurnu,4213241,Büyük Cami Mah. Ankara Cad. No:40
Bolu İli,Kardeşler Lokantası,Mudurnu,4216439,Seyrancik Mah. Demirciler Cad. No:6
Bolu İli,Uğurlu Yemek Salonu,Mudurnu,4212594,Kaygana Mah. Pazaryeri Sok. No:27
Bolu İli,Ciğ Köfteci Metin Usta,Bolu,2181006,Tabaklar Mah. Güzey Sok. No:8
Bolu İli,Mengen Lokantasi,Mudurnu,4244362,Benzinlik Mah.
Bolu İli,Kuytu Cafe,Bolu,2179172,Tabaklar Mah. Ferit Talay Cad. No:11
Bolu İli,Çelebi Tost Burger,Bolu,2159782,Izzet Baysal Cad. Güneykaya Pasaji D:1
Bolu İli,Patista Fast Food,Bolu,2151617,Tabaklar Mah. Kutucular Sok. No:8 D:1-2
Bolu İli,Rüzgarlar Et Lokantasi,Bolu,2153115,Ihsaniye Mah. Tahvil Mehmet Paşa Cad. No:21
Bolu İli,Uçar Kebap,Bolu,2159348,Büyük Cami Mah. Eski Ziraat Bankası Sok. No:29/A
Bolu İli,Asya Pide ve Kebap Salonu,Bolu,2154742,Büyük Cami Mah. Parti Sok. No:10
Bolu İli,Yeni Şölen Kebap,Bolu,2120439,Atatürk Bulv. Tuser Apt. No:21/A
Bolu İli,Esenler Pansiyon Restaurant,Bolu,2120852,Kindira Köyü Kartalkaya Yolu 4. Km.
Bolu İli,Ömür 2 Lokantası,Bolu,2175299,Gölyüzü Mah. Karaaslan Sok. No:4
Bolu İli,Ferda'nin Yeri Restaurant Bolu Dagi,Bolu,0380 546 67 23,Bolu Dagi Duzce / Bolu
Bolu İli,Imamoğlu Lokantası,Bolu,2152143,Tabaklar Mah. Uğur Sok. Akalin Apt. No:16
Bolu İli,Esnaf Lokantası,Bolu,2150879,Şehit Muhtar Cad. No:1
Bolu İli,Yeni Kratya Lokantasi,Bolu,0374 3116940,Cumhuriyet Cad. No:57
Bolu İli,Istanbul Pide,Bolu,0374 2181886,Izzet Baysal Cad. Ege Pasaji No:31 D:27
Bolu İli,Çaydanlık,Bolu,0374 2128999,Tabaklar Mah. Izzet Baysal Cad. Güler Iş Hanı D:40
Bolu İli,Baro Evi Cafe and Restaurant,Bolu,903742438494,Bahcelievler Mah.
Bolu İli,Ömür Lokantası,Bolu,2122691,Hitit Pasajı Tabaklar Mah. İzzet Baysal Cad. No:100
Bolu İli,Alabant Alabalık Çiftliği,Bolu,6968203,Abant Yolu 18. Km. Abant
Bolu İli,Mengen Sofrası,Bolu,2177687,Tabaklar Mah. Börekçiler Sok. No:3/B
Bolu İli,Ater Yemek Dünyası,Bolu,2451715,Cikinlar Mah. Kazim Karabekir Sok. No:4
Bolu İli,Pizza Centro,Bolu,0374 2173200,Tabaklar Mah. Izzet Baysal Cad.
Bolu İli,Berke Tesisleri,Bolu,3312856,Dörtdivan Ankara Yolu
Bolu İli,Taymek Et Lokantasi,Bolu,3312856,Dörtdivan Ankara Yolu
Bolu İli,Meşhur Adıyaman Çiğ Köftecisi Ömer Usta,Bolu,3113990,Kabiller Mah. Haci Efendi Cad. No:99
Bolu İli,Chocolate Cafe,Bolu,2345072,Kartalkaya Mevki Dorukkaya Hotel
Bolu İli,Bolu Baroevi Gürme Restaurant,Bolu,2179787,Leylak Sok. No:27
Bolu İli,Gulenç Büfe ve Köfte Salonu,Bolu,2439359,Yeni Küçük Sanayi Sitesi Carsi Dukkanlari D:16
Bolu İli,Uzman Restaurant,Bolu,0374 3117055,Esentepe Mevki
Bolu İli,Çorbacılar Işkembe Köfte Salonu,Bolu,2122272,Postane Cad. Okul Sok. No:5
Bolu İli,Yakamoz,Bolu,2128001,Büyük Cami Mah. Bakircilar Sok. No:1
Bolu İli,Cafer Usta,Bolu,3314123,Gerede Cad. No:48/A
Bolu İli,Bolu Dağı Et Mangal,Bolu,03742501051,Ankara-istanbul Otoyolu 227 Km Highway AVM Elmalik Bolu
Bolu İli,Ziya Şark Sofrası,Bolu,3314440,Dörtdivan Mevki Istanbul Ankara Otoyolu
Bolu İli,Domino's Pizza,Bolu,2101313,Tabaklar Mah. Cumhuriyet Cad. Sipahioğlu Apt. No:63 D:9
Bolu İli,öz yörem,Bolu,903742125958,30 Dodurga Caddesi
Bolu İli,1974 Tat Lokantasi,Bolu,03742150577,Ismet Pasa Caddesi
Bolu İli,Yörem Mantı Unlu Mamuller,Bolu,2127905,Tabaklar Mah. Izzet Baysal Cad. Albay Sok. No:12/C
Bolu İli,Bolu Is Adamlari Lokali,Bolu,2172846,Aktas Mah. Tashancilar Cad. No:10 D:1
Bolu İli,Tatlıcı Şahin,Bolu,0374 2152191,Yeni Hal Pazari No:2
Bolu İli,Daltaban Restaurant,Bolu,2326051,Nuhlar Köyü Ankara Istanbul Asfalti Daltaban Turistik Tesisleri
Düzce İli,Jojo Pizza,Akçakoca,6112424,Osmaniye Mah. Atatürk Cad. No:56
Düzce İli,Ipek Restaurant,Akçakoca,6113828,Haci Yusuflar Mah. Bülbül Sok. Ipek Otel No:15
Düzce İli,Donercim,Akçakoca,903806115322,Akcakoca PTT karsisi
Düzce İli,Tavukçu Abla Gökhan Piliç Market,Akçakoca,6117840,Yalı Mah. Santral Cad. No:6
Düzce İli,Doğa Restaurant,Akçakoca,6114747,Göktepe Köyü Mesire Alanı
Düzce İli,Hülyam Lokantası,Akçakoca,6112352,Servet Bilgin Sok. No:9
Düzce İli,Anıl Hotel Restaurant,Düzce,5249494,Kiremit Ocağı Mah. Hastane Cad. No:91
Düzce İli,Cafe Kazan,Düzce,5248080,Şerefiye Mah. 332. Sok. No:33
Düzce İli,Düzce Oda Restaurant,Düzce,5234020,Kültür Mah. Süleyman Kuyumcu Cad. No:11
Düzce İli,En-Sa Pide ve Lahmacun,Düzce,4115858,Kazukoğlu Koyu No:59
Düzce İli,Yamaçlar Et Lokantası,Düzce,380 5121855,Gaziantep Cad. Asmalı Sok. No:6
Düzce İli,Cafer Usta,Düzce,5466345,Merkez Mah.
Düzce İli,Eminoğlu Lokantası,Düzce,5144512,Camikebir Mah. Alemdar Sok. No:30 Düzce Merkez
Düzce İli,Şefim Restoran,Düzce,5230703,"Burhaniye Mah. Atatürk Bulv. No:47/B Aziziye (Günlü), Düzce Merkez"
Düzce İli,Sampi,Düzce,5120909,"Camikebir Mah., Mareşal Fevzi Çakmak Sok. 2/C"
Düzce İli,Burger King,Düzce,5247979,Kültür Mah. Spor Sok. No:25/A Aziziye (Günlü)
Düzce İli,Espide pizza,Düzce,03805239373,Sen Sokak 5B
Düzce İli,Coşkun Lokantası,Düzce,+(90)0380 711 2544,Kultur Mah. Cumhuriyet Cad. No:30/B Golyaka Duzce
Düzce İli,Domino's Pizza,Düzce,903805120110,11 Mehmet Akif Caddesi
Düzce İli,Çiğköftem,Düzce,5243385,Istiklal Cad. Düzce Iş Merkezi D:9/K
Düzce İli,Bahri'nin Yeri,Düzce,5236880,"Camikebir Mah. Eğilmiz Dükkanları Azmimilli/Çay, Düzce Merkez"
Düzce İli,Seckin Et Lokantasi,Düzce,5147421,Antep Cad. Depo Sok. No:3
Düzce İli,Kornet Ticaret,Düzce,5148016,Kultur Mah. Mansur Bayram Cad. No:1
Düzce İli,Yildiz Lokantasi,Düzce,6815060,Ulucami Mah. No:14
Düzce İli,Aydinlar Lokantasi,Düzce,5448336,Ankara Cad. 3. Km.
Düzce İli,Pizza House,Düzce,03807901325,Istanbul Cad. Krempark
Düzce İli,Sofram Kebap,Düzce,5236969,Cami Kebir Mah. Mahmut Şevket Sok. No:2
Düzce İli,Ömerin Pide Salonu,Düzce,4115474,9. Bölge Kanal Yolu Kalıcı Konutlar
Düzce İli,Petek Lahmacun,Düzce,5247786,Hastane Cad. Spor Sok. No:8
Düzce İli,Layt Tavuk Iskender Döner,Düzce,5143744,Gaziantep Cad. No:22
Düzce İli,Kupa Köfte And Kebap,Düzce, (0264) 614 88 00,Yeşiller Mah. No:15 D-100
Düzce İli,Cafer Usta,Düzce,"
",Bolu Dağı Evleri Karşısı - DUZCE
Düzce İli,öz hacıoğlu pide,Düzce,5397262829,şerefiye mah necatibey sok no 8/2
Düzce İli,Pizza Pizza,Düzce,5242455,Cami Kebir Mah. Istanbul Cad. Boncuk Iş Merkezi No:77
Düzce İli,Mavi Restaurant,Düzce,+(90)541 611 62 84,Osmaniye Mahallesi Ataturk Caddesi No::114 Akcakoca
Düzce İli,Bolulu Hasan Usta Süt Tatlıları,Düzce,5239590,"Istanbul Cad. No:30 ,"
Düzce İli,Bolulu Hasan Usta Süt Tatlıları,Düzce,5236938,Mansur Bayram Cad. Almina Park No:18 K:Giris
Düzce İli,Acaroğlu Kebap,Düzce,5148268,Cedidiye Mah. Büyükcami Sok. Bilginler Pasajı No:17
Düzce İli,Dere Evleri Alabalık Lokantası,Düzce,7114056,Kültür Mah. Saçmalı Pınar Köyü Fatih Cad. Gazi Osman Paşa Sok.
Düzce İli,Gölden Pide,Düzce,4117794,Demetevler Mah. Dünya Bankası Konutları Iş Merkezi 116.
Düzce İli,Sefa Izgara Salonu,Düzce,5149696,Aziziye Mah. Eski Dekovir Sok. No:16
Bartın İli,Cennetim Alabalik Et Mangal kahvaltı restaurant,Amasra,03783254004,Ugurlar Koyu Yol Ayrimi
Bartın İli,Şelale Et Mangal Evi,Bartin,2271558,Lutfiye Cad. Yukari Carsi No:5
Bartın İli,CAFE ÇARPAN,Amasra,+(90)3783154004,Kum Mahallesi Kucuk Liman Caddesi No :13
Bartın İli,Alaturka Döner,Bartin,0378 2274595,Kemerköprü Cad. No:44
Bartın İli,Çiğköftem,Bartin,2271147,Sadirvan Cad. No:21
Bartın İli,YAKAMOZBALIKEVİ,Bartin,05448580074,Bartin Amasra Cakraz Tatil Koyu
Bartın İli,Daglıoğlu Restaurant,Bartin,0378 2200099,Geçen Köyü Zonguldak Yolu 3. Km.
Bartın İli,Can Alabalık,Bartin,4871145,Bağdatlı Köyü
Bartın İli,Mengenli Geçit Lokantası,Bartın İli Restoranları,2276788,Hükümet Cad. No:26/A
Zonguldak İli,Garden Balik Restaurant Caycuma,Çaycuma,+(90)5369636864,Zonguldak Yolu Uzeri-Bati Karadeniz Nakliyat Yani
Zonguldak İli,Kahverengi Kafeterya,Çaycuma,+(90)3726154577,Nihat Kantarci Caddesi Numara 71
Zonguldak İli,Saray Lokantası,Zonguldak,03722112132,"Köprübaşı Mevki, Devrek Yolu"
Zonguldak İli,Alaborina Restaurant,Zonguldak,2577363,Milli Egemenlik Cad. No:102/A
Zonguldak İli,Yenimahalle Iskembecisi,Zonguldak,03277562585,yenimahalle
Zonguldak İli,Öz Gaziantep Pide ve Kebap Salonu,Zonguldak,+90 (372) 6150153,İstasyon Mah. No:13/C
Zonguldak İli,Şahinler Lokantası,Zonguldak,3169960,"Demirciler Çarşısı No:32 Ereğli Merkez, Karadeniz Ereğli"
Zonguldak İli,Korikos,Zonguldak,3123300,"Yalı Cad. No:20 Ereğli Merkez, Karadeniz Ereğli"
Zonguldak İli,Sahil Alabalık,Zonguldak,2610103,Ilıksu Mah.
Zonguldak İli,Akçaabat Köfte Salonu,Zonguldak,2513200,Gazi Paşa Cad. No:15/C
Zonguldak İli,Çiğ Köfteci Metin Usta,Zonguldak,2534767,Bülent Ecevit Cad. Ketenci İş Hanı No:17/B K:Giriş
Zonguldak İli,Güven Lokantası,Zonguldak,6181236,Atatürk Cad. No:63
Zonguldak İli,Albuzlar Restaurant,Zonguldak,6436575,Kayikcilar Koyu Aricioglu Mah.
Zonguldak İli,Yaren Balıkçılık,Zonguldak,3125883,"Bozhane Balıkçı Barınağı No:23 Ereğli Merkez, Karadeniz Ereğli"
Zonguldak İli,Kristal Family Restaurant,Zonguldak,2512787,Fevzi Paşa Cad. No:3/A
Zonguldak İli,Mengen Lokanası,Zonguldak,+90 372 6283871 ,Atatürk Cad. No:203
Zonguldak İli,Cadde Fast Food,Zonguldak,6158967,Çay Mah. Esengin Cad. No:12/A
Zonguldak İli,As Urfa Kebap Salonu,Zonguldak,2516226,Mithat Paşa Mah. Doğramacı Sok. No:9
Zonguldak İli,Sepetçioğlu,Zonguldak,2515093,Gazi Paşa Cad. No:36
Zonguldak İli,Çınar Altı Pide ve Kebap Salonu,Zonguldak,6156001,Köylü Pazarı Kalaycıoğlu Apt. No:21
Zonguldak İli,Sultanahmet Köftecisi,Zonguldak,2578822,İncivez Mah. Milli Egemenlik Cad. DemirPark Alışveriş ve Yaşam Merkezi No:130 K:3 D:13 Zonguldak Merkez
Zonguldak İli,Galatalı Ev Yemekleri,Zonguldak,2538031,Gazi Paşa Cad. No:27/B
Zonguldak İli,Balat Lokantası,Zonguldak,6154123,Çay Mah. Kahyaoğlu Cad. No:8/A
Zonguldak İli,Eyvan Restaurant,Zonguldak,2152010,Beycuma Yol Sapağı
Zonguldak İli,Burger King,Zonguldak,3124126,Erdemir Cad. Ereylin AVM No:160 K:2
Zonguldak İli,Erdem Piknik,Zonguldak,6155505,Seka Cad. No:52
Zonguldak İli,Doğa Balıkçılık,Zonguldak,3169461,Bozhane Balıkçı Barınakları No:7
Zonguldak İli,Ulaş Büfe,Zonguldak,3167386,"Orta Çarşı No:19 Ereğli Merkez, Karadeniz Ereğli"
Zonguldak İli,Bizim Köşe Restaurant,Zonguldak,2539555,Meşrutiyet Mah. Hoştepe Sok. No:1
Zonguldak İli,Kokomit Kuzu Kokoreç,Zonguldak,372-3121696,Müftü Mah. Erdemir Cad.
Zonguldak İli,Kemeraltı Lokantası,Zonguldak,90-372-266-8619,Özkent Sokak no:10
Zonguldak İli,Atom Tost,Zonguldak,2572063,Incivez Mah. Milli Egemenlik Cad.
Zonguldak İli,Erol Ustanın Yeri,Zonguldak,2534867,Mesrutiyet Mah. Nizam Cad. No:25
Zonguldak İli,Sinasi Bey Lokantası,Zonguldak,3230640,Orhanlar Mah. Orta Sok. No:9 D:2
Zonguldak İli,Gencer Aile Lokantası,Zonguldak,6152487,Çay Mah. Esengin Cad. D:1-2 Çaycuma Merkez
Zonguldak İli,Hosta Piknik,Zonguldak,3222260,Erdemir Cad. Ereylin Alışveriş Merkezi No:160 K:1 D:61
Zonguldak İli,Gökkuşağı Lokantası,Zonguldak,6153154,Sanayi Sitesi Sosyal Bina
Zonguldak İli,Divan Restaurant,Zonguldak,615 0212,Carsi Meydani No. 4/A K 1
Zonguldak İli,Köşem Fast Food,Zonguldak,3162406,"Müftü Mah. Nimet Hoca Sok. No:22 Bağlık, Karadeniz Ereğli"
Zonguldak İli,Merkez Lokantası,Zonguldak,6182318,"Atatürk Cad. No:203 Saltukova, Çaycuma"
Zonguldak İli,Kaptan Fırat Et & Balık Evi,Zonguldak,2576999,Sahil Yolu Milli Egemenlik Cad.
Zonguldak İli,Gülüç Pide,Zonguldak,3180408,Bekyeri Mah. Gülüç Cad. No:77/D
Zonguldak İli,Şahinler Lokantası,Zonguldak,3227296,"Kuyumcular Çarşısı No:2 Ereğli Merkez, Karadeniz Ereğli"
Zonguldak İli,Ali Kaptan Balık Evi,Zonguldak,8451824,Liman Cad. Gezi Yolu No:5
Zonguldak İli,Saray Restaurant,Zonguldak,2512188,Nizam Cad. Doğramacı Sok. No:5/B
Zonguldak İli,Ikinci Bahar Aile Lokantası,Zonguldak,2667971,Mithat Akif Cad. No:5
Zonguldak İli,Arzun Lokantası,Zonguldak,6158194,Istasyon Mah. Fatih Cad. No:14
Zonguldak İli,Özdiyar Kadayıfçısı,Zonguldak,2516370,Mithat Paşa Mah. Ismet Paşa Sok. No:8
Zonguldak İli,Güney Kebap,Zonguldak,3236655,Erdemir Ofis Yolu D:14
Zonguldak İli,Ocak Başı Dürümcüsü,Zonguldak,2522050,Zübeyde Hanım Cad. No:6
Zonguldak İli,Şakiroğlu Kır Pidesi,Zonguldak,6158488,Çayır Mah. Atatürk Cad.
Zonguldak İli,Çiğköftem,Zonguldak,3231312,Müftü Mah. Meydan Basi Cad. No:61/A
Zonguldak İli,Popeyes,Zonguldak,2578851,İncivez Mah. Milli Egemenlik Cad. DemirPark Alışveriş ve Yaşam Merkezi No:130 K:3
Zonguldak İli,Inegöl Köfte,Zonguldak,2668375,Öküşne Mevki Fatih Sitesi
Zonguldak İli,Yeni Özlem Lokantası,Zonguldak,3784035,Kapalı Pazar Belediye Dükkanları
Zonguldak İli,Yuvam,Zonguldak,3783638,"Erdem Yuva Sitesi A2 Blok D:402 Alaplı Merkez, Alaplı"
Zonguldak İli,Gümüş Pide ve Lahmacun Salonu,Zonguldak,3224252,Baglık Mah. Şehit Rıdvan Sok. No:21
Zonguldak İli,Lezzet Lokantası,Zonguldak,6233092,"Atatürk Cad. No:203 Hisarönü (Filyos), Çaycuma"
Zonguldak İli,Konak Iskender,Zonguldak,2531800,Meşrutiyet Mah. Tahir Karaoğuz Sok. No:28
Zonguldak İli,Rıhtım Balık Restaurant,Zonguldak,2520620,Iskele Gezi Yolu No:2
Zonguldak İli,Yörem Kebap,Zonguldak,2539038,Gazi Paşa Cad. Maliye Sok. No:1 D:2
Zonguldak İli,Arzun Lokantası,Zonguldak,6152936,Çarşı Meydanı
Zonguldak İli,Merkez Aile Lokantası,Zonguldak,6150120,Çay Mah. Döner Sok. No:4
Zonguldak İli,Anıl Döner,Zonguldak,6151918,Seka Cad. No:7
Zonguldak İli,Alagözler Urfa Kebap,Zonguldak,6157425,Yeni Mah. Şeka Cad. No:16
Zonguldak İli,Bircan Döner Salonu,Zonguldak,2519340,Mesrutiyet Mah. Huzur Sok. Küçük Oz Apt. No:10/C
Zonguldak İli,Ocak Pide Kebap Salonu,Zonguldak,2661180,Merkez Mah. Gülce Sok. No:10
Zonguldak İli,Cennet Pide ve Kebap Salonu,Zonguldak,6150508,Çarşı Meydanı K:1
Zonguldak İli,Bayar Yemek ve Döner Salonu,Zonguldak,6151075,İstasyon Yokuşu No:14 Çaycuma Merkez
Zonguldak İli,As Urfa Kebap Salonu,Zonguldak,2575900,"Bahçelievler Mah., Mehmetçik Cad Akyüz Apt."
Zonguldak İli,Buluş Pide Ve Kebap Salonu,Zonguldak,6156544,Seka Cad. No:4/A
Zonguldak İli,Ekmek Teknesi Lokantası,Zonguldak,2668512,Mithat Akif Cad. No:11/B Zonguldak Merkez
Zonguldak İli,Şelale Kebap,Zonguldak,3237533,"Kaneri Ağzı Cad. No:4 Ereğli Merkez, Karadeniz Ereğli"
Zonguldak İli,Öz Tadım Lokantası,Zonguldak,2520097,Mithat Paşa Cad. Julide Hanim Sok. No:17/F
Zonguldak İli,Işıl Pide ve Kebap Solunu,Zonguldak,6157151,Çaycuma Sanayi Sitesi Kooperatif Binası K:2
Zonguldak İli,Tatlıcı Tombak,Zonguldak,3167171,Erdemir Cad. Ereylin Alıiveriş Merkezi No:160 K:1 D:59
Zonguldak İli,Alagözler Tantuni,Zonguldak,6150775,Yeni Mah. Istasyon Cad. Turközler Iş Hanı
Zonguldak İli,Kahverengi Cafe & Restaurant,Zonguldak,3229210,"Müftü Mah., Uzunkum Cad No:15"
Zonguldak İli,Kardeşler Pide Kebap,Zonguldak,0372 251 90 30,Terakki Mah. Mehmet Akif Ersoy Sok. No:5/A
Zonguldak İli,Abant Lezzet Sofrası,Zonguldak,6155151,Çay Mah. Cumhuriyet Meydanı Çaycuma Merkez
Zonguldak İli,Koca Usta Köfte Kebap ve Çorba Salonu,Zonguldak,3237276,Müftü Mah. Çöbek Sok. No:26
Zonguldak İli,Durak Lokontası,Zonguldak,6384274,"Atatürk Cad. No:23 Perşembe, Çaycuma"
Zonguldak İli,Komagene,Zonguldak,3168100,Meydanbaşı Cad. No:40
Zonguldak İli,Komagene,Ereğli,7104000,Hacı Mütahir Mah. Rasim Erel Cad. No:5
Zonguldak İli,Baklavacı Necip Baba,Ereğli,7102713,İstasyon Cad. Ereğli Merkez
Zonguldak İli,Ferah Izgara,Ereğli,7137979,İstasyon Cad. Ariş İş Hanı No:1 Ereğli Merkez
Zonguldak İli,Mis Pide,Ereğli,7133416,İstasyon Cad. Çoban Pasajı No:54 Ereğli Merkez
Zonguldak İli,Sofram,Ereğli,7103031,İnönü Cad. No:17/A Ereğli Merkez
Zonguldak İli,Pasaport Pizza,Ereğli,3233636,Muftu Mah. Ofis Yolu Uzunkum Cad. No:20
Zonguldak İli,Restore Restaurant,Ereğli,713 6515,Haci Mutahir Mah. Eczaci Sami Sok. No.3
Zonguldak İli,Özanadolu Pide,Ereğli,3150937,Süleymanlar Mah. Hastane Cad. No:74
Zonguldak İli,Deniz Restaurant,Ereğli,3227818,Yalı Cad. No:46
Zonguldak İli,Birtat Lokantası,Ereğli,3225910,Orta Cami Cad. No:5
Zonguldak İli,Pideci Oğulları,Ereğli,3235655,Yukarıbey Çayırı Sok. Tezel İş Hanı
Zonguldak İli,Özden Lokantası,Ereğli,3296185,Belen Sanayi Sitesi
Zonguldak İli,Urfalı Kebap Sarayı,Ereğli,3230800,Erdemir Cad. No:16/B
Zonguldak İli,Ihsan Ustanın Sofrası,Ereğli,3167070,Erdemir Cad. No:295/F
Zonguldak İli,Yıldız Kebap Salonu,Ereğli,3220675,Erdemir Cad. No:120/A
