sehir,isim,ilce,tel,adres
Antalya İli,Delmar Restaurant&Cafe,Türkler,+(90)5438751262,Eski Hukumet Konagi Sanat Sokak
Antalya İli,Popeyes Louisiana Kitchen,Antalya,"
",Antalya Havalimani
Antalya İli,Lezzet Durağı,Antalya,7224445,"Orta Mah. Kızderesi Cad. No:41 Serik Merkez, Serik"
Adana İli,Arif Kebap ve Lahmacun Salonu,Adana,0322 428 8787 ,"Onur Mah., Şakir Paşa Cad. No:226"
Adana İli,Adana Meshur Tatlici Kose,Adana,2263564,"Sumer Mah. Kara Fatma Cad. No:71 Seyhan Merkez, Seyhan"
Antalya İli,Star Belkis Restaurant,Serik,(0.242) 735 7263,On the River
Antalya İli,Kemer Pide,Kemer,242 8144295,Ptt Yanı İsa Konuk Pasajı No:102
Antalya İli,Indigo's Pub,Antalya,"
",Fevzi Cakmak Cd. No:22
Antalya İli,Meşhur Adıyaman Çiğ Köftecisi Ömer Usta,Antalya,2302935,Arap Suyu Mah. 605 Sok. No:8 Konyaaltı
Adana İli,Burger King,Adana,3631500,Çınarlı Mah. Atatürk Cad. Arabacıoğlu İş Merkezi No:3/B
Mersin (İçel),Lido Pizza,Mersin,3278586,Dumlupınar Mah. Adnan Menderes Bulv. 1524. Sok. No:2
Antalya İli,İkbal,Alanya,5152535,Cumhuriyet Mah. Keykubat Bulv. Alanyum Alışveriş ve Eğlence Merkezi No:219 K:2 D:302 Alanya Merkez
Adana İli,Sergen Pide,Adana,322-2336127,Güzelyalı Mah. 109. Sok. Seymen Apt. No:18
Antalya İli,Ozzys Bistro,Manavgat,00902427533672,Inonu Boulevard
Hatay İli,Hasan Baba,İskenderun,"
",Ataturk bulvarI
Antalya İli,Sandal Balik,Antalya,0242 323 62 97,SirinyalI Mahallesi
Antalya İli,Sevi Classic Pub,Saklıkent,5076056866,Mehmet Akif Ersoy Cad No 22
Antalya İli,La Pizzeria Di Italie,Kaş,+(90)2428364076,Andifli Mah. Ozturk Sok: No:9
Antalya İli,Hotel Zinbad Restaurant,Kalkan,+90-242-844 3475,YalIboyu Mah. Mustafa Kocakaya Cad. No:26
Antalya İli,Pizza Pizza,Antalya,3448434,Fabrikalar Mah. Fikri Erten Cad. Kipa Alisveris Merkezi No:10 K:2 D:FC-2
Adana İli,Fotografya,Adana,03224570065,Reşatbey Mah.5 Ocak Cad.
Antalya İli,Treffpunkt Alanya,Alanya,905437604687,carsi mahallesi seral sokak lara apt.11/A
Antalya İli,Kanyon Restaurant,Serik,711 6275,Sariabali Koyu Baraj Mevki
Antalya İli,Meet Point,Antalya,0242 247 0315 ,Elmalı Mah. Cumhuriyet Cad. Yıldız Apt. B Blok
Antalya İli,Domino's Pizza,Gazipaşa,(0322) 458 08 28,Cemalpaşa Mah. Cevat Yurdakul Cad. Noyan Apt. K:Zemin D:1
Antalya İli,Bosphorus Lara,Antalya,+90 242 323 7007,Fener Mah. Eski Lara Cad. No: 333-B Lara
Antalya İli,1814 Tarihi Iskele Simitcisi,Antalya,"
",Yat LimanI
Antalya İli,Corner Point Cafe & Restaurant,Antalya,02422445155,Kilicarslan Mah. Ataturk Cad. (Light Cad.) Yenikapi Sok. No:3/2 Muratpasa
Adana İli,Kervansaray Restaurant,Yüreğir,336 3500 ,Havutlu Mah. Karatas Yolu No. 519
Antalya İli,Old Dutch Restaurant,Mahmutlar,5285509,Yeni Mah. Barbaros Cad.
Antalya İli,the brothers restaurant,Kemer,+(90)5346904283,merkez mah. ataturk cad 143 sok no 44/4
Mersin (İçel),Kilikya Balik Restaurant,Mersin (İçel) Restoranları,+90 324 557 7724,Yesilyurt Mahallesi Komurcu caddesi no:20
Antalya İli,Tapas Papas & Movida,Antalya,316 4800,Eski Lara Cad. No. 44
Hatay İli,Dervisan Tesisleri,Antakya,90 326 512 16 56,"Deniz Mah. No:1 Samandag Merkez, Samandag"
Antalya İli,Kaktüs,Alanya,5194242,İskele Cad. No:76
Antalya İli,The Joker's Bistro,Alanya,+90 905122332,Atatürk Bulvari 46/A
Mersin (İçel),Konyalı Hacı Usta,Mezitli,03243575145,G.M.K. Bulvari Mezitli Ilce Emniyet Mudurlugu Yani
Antalya İli,Nihat Restaurant,Çıralı,+90 532 285 2118,Beach Front
Adana İli,Pizza House,Adana,0 322 2710468,Yeni Mah. Ögretmenler Bulv. M1 Merkez AVM No:15 K:Zemin D:70
Antalya İli,Magic Garden Restaurant,Mahmutlar,+90 242 528 7649,Barbaros Caddesi 147/A
Antalya İli,Campana Restaurant,Kemer,+(90)5416610007,Atatürk Caddesi Ikizler Işmerkezi D/blok 16/A
Adana İli,Greatwall Chinese Restaurant,Adana,4595945,Atatürk Cad. 64020 Sok. No:10/B
Adana İli,McDonald's,Adana,(0322) 271 09 05,Yeni Mah. Öğretmenler Bulv. M1 Merkez Alışveriş Merkezi No:15 D:6
Antalya İli,Agora Meyhanesi,Kemer,0(242) 2449220,Kilicaslan Mah. Isiklar Cd. Park Apt. No:1
Mersin (İçel),Paf Burger,Mersin,2374493,Istiklal Cad. Simsek Is Hani No:58/A
Adana İli,Vizyon Restoran,Yüreğir,0322 329 3515,Mustafa Kemal Paşa Bulv. 3879. Sok. No:1
Antalya İli,Bisto Oba Restaurant,Alanya,902425111078,Oba Cay Caddesi
Mersin (İçel),Tatlıcı Köse,Mersin,3270029,"Bahçelievler Mah. Oktay Sitesi B Blok No:288/D Yenişehir, Yenişehir"
Antalya İli,Manavgat Ocakbasi,Manavgat,+90 242 746 7636,Bahcelievier Mah. Sorgun Bulgari No 5
Mersin (İçel),Gundogdu Restaurant,Mersin,231 9677,Silifke Cad. Gurhan Is Hani No 22
Adana İli,Gazi Pasa Kebap,Adana,90-322-453-3550,"Gazipasa Bulvari, Aski Sokak"
Adana İli,Seç Baklava,Adana,4352404,Kurtuluş Cad. No:117 Seyhan Merkez
Antalya İli,Nergiz,Manavgat,02427531467,Emin Sarl
Mersin (İçel),HD Iskender,Mersin,3315490,Güvenevler Mah. 20. Cad. Forum Mersin No:120-133 K:2
Antalya İli,Sheriff Olympos Pension,Kumluca,90 242 892 1301,Yazir Koyu Olympos Mevki Kumluca Merkez
Antalya İli,Doy Doy Restaurant,Alanya,+(90)2425122101,Hacet Cad. Corbacilar Sok.
Antalya İli,İskele Sancak Meyhanesi,Antalya,+(90)5064094040,Kilicarslan Mah. Hesapci Ak. No : 74
Mersin (İçel),captain cafe,Mersin,03243292978,adnan menderes blv.
Antalya İli,Doyum Lokantası,Kumluca,+90 242 887 2903,Kumluca Sanayi Sitesi G Blok No:11
Antalya İli,Panorama Restaurant,Kemer,0 539 306 90 62,Tekirova Beycik Köyü
Adana İli,Özsüt,Adana,0 322 271 08 08,Zincirlibağlar Mevki Öğretmenler Bulv. Real Mall Sinemar İçi No:15 D:6
Antalya İli,Burger King,Antalya,3303584,Antalya Havalimani
Antalya İli,Espresso Shop,Belek,+(90)05333991651,"Belek Mah, Atif Zengin Cad, 17/C/C"
Antalya İli,Mersin Tantuni Salonu,Alanya,5112303,Şekerhane Mah. Yayla Cad. No:2
Antalya İli,Öztürk Kolcuoğlu Restaurant Alanya,Antalya,+(90)2425132221,"Ahmet Tokuş Caddesi, Cimen Otel Karşısı, Yıldız Cay Bahçesi Yanı"
Antalya İli,Domino's Pizza,Antalya,3239988,Fener Mah. Tekelioglu Cad. Astur Sitesi No:110 D:2
Adana İli,Kebapçı Celal,Adana,322-2344615,Kenan Evren Bulv. Karol Sitesi No:18
Hatay İli,barudi cafe & bar,Antakya,+(90)5324326569,Silahli Kuvvetler Cad. Gullu Bahce Sok. No:4 Antakya / Hatay
Antalya İli,Sultan Döner,Antalya,2476540,Tuzcular Mah. Dönerciler Çarşısı No:5
Hatay İli,Bellur Saray,Antakya,903262165151,Atatürk cd no:25
Antalya İli,Yoma Restaurant & Bar,Antalya,2595959,Buyuk Liman Celebi Marina
Antalya İli,Ayvalık Tost,Antalya,2303667,Uluç Mah. Gazi Mustafa Kemal Bulv. 1168 Sok. Dilek Apt. K:Giriş
Antalya İli,Pasaport Pizza,Antalya,"
",Elmali Mah. 21. Sok. No:5 D:2
Antalya İli,Heikinbaari,Alanya,+905422538176,"saray mahallesi,m.akif ersoy caddesi.no 25"
Antalya İli,Alex Restaurant,Alanya,"
",Saray mah. M Şükrü ulusoy cad.no13/d
Antalya İli,The Green Oasis Cafe,Gazipaşa,902425725100,Milli Egemenlik Bulvari
Hatay İli,Uludag Iskender Evi,İskenderun,6134333,Sehit Pamir Caddesi 5A
Antalya İli,Bay Döner,Antalya,3342024,Fabrikalar Mah. Fikri Erten Cad. ÖzdilekPARK No:2 K:2 D:233 Kepez
Hatay İli,Arif Balik Restaurant,Kızkalesi,5232247,Beach westend
Antalya İli,Lider Simit Kebap,Antalya,"
",Tahilpazari Mh.
Mersin (İçel),Eshab-i Kehf Bag Restaurant,Tarsus,+(90)5387244530,"Dedeler, No:15"
Antalya İli,Marina,Antalya,9002427531567,Side
Antalya İli,Değirmenci Baba,Antalya,2418865,Bahçelievler Mah. Teoman Paşa Cad. 141 Sok. No:20 Muratpaşa
Antalya İli,Tatlı Kaşık Ev Yemekleri,Antalya,2443937,"Tahıl Pazarı Mah. 468 Sok. Zeki Turgay İş Merkezi K:1 D:10 Çarşı, Muratpaşa"
Antalya İli,The Grill Room Restaurant & Bar,Kalkan,902428442141,Yali boyu mah Ataturk cad. 4 nolu
Antalya İli,Fanzone Cafe,Antalya,242 2299069,Ogretmenevleri Mh. 17. Cad Gursel Ap. No:13 Konyaalti
Antalya İli,Doğa Restoran,Antalya,2291897,Arapsuyu Mah. 5. Cad. Ömer Komaç İş Merkezi No:1 Konyaaltı
Antalya İli,Bayramefendi Osmanlı Kahvecisi,Antalya,242 2294045,"Gazi Mustafa Kemal Blv. Altınkum Mah. 78/A, Konyaaltı"
Antalya İli,Sahil Restaurant,Antalya,242 2480069,Arapsuyu mh. Akdeniz bulvarı N:88 A/1
Antalya İli,Burger House,Antalya,242 344 4443,Tekelioglu Cad. 77
Antalya İli,Konyalım Etli Ekmek,Antalya,242 2283755,"Altınkum Mah., 19 Cad./446 Sk Gür Apt. No:32 D:1 Konyaaltı"
Antalya İli,Gencerler Etli Pide & Kebap,Antalya,242 2284000,"Altinkum mh.19.Cad, 446 Sk. Kilinc Apt. NO:19/1 Konyaaltı"
Antalya İli,"Han Balık Evi Altınkum, Konyaaltı",Antalya,242 2294420,Altınkum Mah. 446. Sk. Kıvılcım Apt. No: 44/B ANTALYA
Antalya İli,Osmanli Turk Mutfagi,Antalya,3400810,Sinan Mah. Antalya Alanya Yolu Deepo Outlet Center No:371 D:103
Antalya İli,Han Mangal,Antalya,0242 231 00 17,Altınkum Mah. Atatürk Bulvarı ( Eski Türkay Otel Karşısı) No: 251 / 1 KONYAALTI
Antalya İli,Adana Durum Dunyasi,Antalya,242 2299700,Altinkum Mah. 19 Cad. N:1 Konyaalti
Antalya İli,Pizza Time,Antalya,242 2283939,Gursu Mh. M. Kemal Bulvari N:97/A-B Konyaalti
Antalya İli,Cafe de Börek,Antalya,242 2299800,"Altınkum Mah.Atatürk Bulvarı.Ilık Apt.no:143/A, konyaaltı"
Hatay İli,Gariban Durum KebapcIsI,Antakya,3262316466,CamlaraltI Park Girisi Harbiye
Antalya İli,Degirmen Restaurant,Antalya,+90 242 417 5538,Habibler Mah. 3167
Adana İli,Burger King,Adana,2345124,Mahfesığmaz Mah. Kenan Evren Bulv. Kahyalar Apt. No:30/A
Antalya İli,Ozsut,Antalya,2422408703,Tahil Pazari Mah. Sarampol Cad. MarkAntalya Avm No. 88 Kat 3 Muratpasa
Antalya İli,Ozsut,Antalya,2281740,Altinkum Mah. Ataturk Bulv. Ulu Cinar Apt. No:24 K:Giris
Antalya İli,Burger King,Antalya,3243134,Fener Mah. Tekelioğlu Cad. TerraCity No:55 K:2 D:11-FC
Antalya İli,Moon light resturant / bar,Alanya,+(90)5432752421,Obagol Mesut Otel Cad Selale Sitesi a Blok No 1
Adana İli,Palet Kebap Salonu,Adana,2241117,"Sümer Mah. İboosman Cad. No:230 Ziyapaşa, Seyhan"
Antalya İli,Citir cafe kas,Kaş,02428363505,KAS meydan
Mersin (İçel),Onbaşılar Lokantası,Mersin,2311946,Çankaya Mah. Silifke Cad. 4717. Sok. No:6
Antalya İli,Tatlici Tombak,Antalya,3406030,Sinan Mah. Serik Cad. Havaalani Yolu Deepo Outlet Center No:371 D:102
Antalya İli,Bendensin Döner Salonu,Serik,02427228206,Orta Mah. Yaşar Uçar Cad. No:17
Antalya İli,KOFTECI Ramiz,Manavgat,02427770727,Bahcelievler mah. Cetin Emec Cad. No: 76/b
Antalya İli,Winecity Boutique Hotel,Demre (Kale),242 871-46-40 ,"Buyukkan Mah. Cumhuriyet Cad., No. 1"
Antalya İli,Venix Restaurant,Kemer,8214032,Tekirova Beldesi Rixos Otel
Antalya İli,Aslanbey Kebap,Antalya,02423110063,Metin Kasapoğlu Cad. Kadam İş Merkezi B Blok No:50 D:7
Antalya İli,Sakura,Alanya,5100200,GoldCity
Antalya İli,Beydağı Döner,Antalya,2301090,Meltem Mah. 100. Yıl Bulv. Migros Alışveriş Merkezi
Antalya İli,Deniz Balıkevi,Antalya,2385138,Dumlupınar Bulv. No:54
Antalya İli,Ozkonya Restaurant,Manavgat,7430852,Ornek Mah. Zubeyde Hanim Cad. No:58
Antalya İli,Tepsi Restaurant,Antalya,746 4734,Asagi Hisar Mah. Sorgun Bulv. No. 39
Mersin (İçel),Kerim Restaurant,Mersin,+90 324 723 32 95,"Narlıkuyu, No 1"
Antalya İli,Oz Bursa Iskender,Antalya,242 244 64 33,"Inonu caddesi,no:2"
Adana İli,Altan Balik,Adana,+903222324949,Karsli Mh. 3202 Sk. No:56
Antalya İli,Subway,Antalya,3180072,Fener Mah. Tekelioğlu Cad. TerraCity No:55
Antalya İli,Ciğerci Eyüp Usta,Antalya,3226563,Kızıltoprak Mah. Aspendos Bulv. Birlik Apt. No:69/D
Antalya İli,Azime Abla,Antalya,+90242 229 71 30,Kuşkavağı Mahallesi
Mersin (İçel),Yaprak Tantuni,Mersin,3274327,Güvenevler Mah. Gazi Mustafa Kemal Bulv. No:366 D:2 Yenişehir
Adana İli,Burger King,Adana,322 233 1500,Güzelyalı Mh. Uğur Mumcu Blv.
Mersin (İçel),Cigerci Bahattin,Mersin,+90 324 324 56 26,Gazi Mah. Gazi Mustafa Kemal Bulv. Yaylacık Apt.
Antalya İli,Selale,Ulupınar,902428250025,Ulupinar
Mersin (İçel),Çiçek Izgara,Mersin,90 324 330 02 33 ,Egricam Mah. Adnan Menderes Bulvari No:33
Antalya İli,Ece Ada Döner Kebap,Antalya,2483675,Tuzcular Mah. Atatürk Cad. Dönerciler Çarşısı No:2 K:Giriş
Antalya İli,Taş Konak Restaurant,Manavgat,+90 506 706 1466,3597 Sk
Antalya İli,Seyitoğlu Kebapçısı,Antalya,(0242) 241 8080 ,"istiklal Cadessi,Genclik Mh."
Antalya İli,Kütle Hotel & Restaurant,Antalya,"
",P.K. 07105 Ulupınar Köyü Çıralı - Kemer
Hatay İli,Canım Ciğerim,İskenderun,03266172619,Ulu Cami Cad. 98. Sok. No:20
Antalya İli,Pasaport Pizza,Antalya,3467000,Mithat Pasa Cad. No:80
Adana İli,Künefeci Hasan Masat,Adana,322-359 8267,Mestanzade Mah. 4. Sok. No:18
Antalya İli,Karadeniz Bali Evi,Kemer,+90212501 09 87,Newborn Mah. Abdi Ipekci Cad. No: 50
Antalya İli,Mum Cafe & Restaurant,Gazipaşa,(0322) 459 8333,Sökün Apt. B Blok Cemal Paşa Mah. Toros Cad./7. Sok. 23/A
Antalya İli,Cosmopolitan Restaurant & Dance Bar,Manavgat,05455060706,YalI Mahallesi 1011 Sokak no 2
Antalya İli,Prenses Otel Restorant,Manavgat,90-242-753-5142,"inonu bulvari, No:29"
Antalya İli,Mahmutlar Shirahmene Wine House Restaurant & Bar,Alanya,+90 242 528 50 09,"Yeni Mah, Alden 3 Sitesi Yanı"
Hatay İli,Küçük Kervan Kebap Salonu,Antakya,0326 617 3059 ,Yenişehir Mah. 19 Sok. Belkar Apt. No:7 K:Zemin D:3
Antalya İli,Üzüm Kızı Luçi,Antalya,+90 242 228 4004,Gürsü Mah.Gazı Mustafa Kemal Bul.13/1
Antalya İli,İskele Şampiyon Kokoreç,Alanya,5125200,Çarşı Mah. İskele Cad. No:26 Alanya Merkez
Antalya İli,Sofra Ev Yemekleri,Alanya,5191980,Çarşı Mah. İskele Cad. No:8 Alanya Merkez
Antalya İli,Capari Balik Evi,Alanya,5224040,Ucuzluk Pazari D:12
Hatay İli,Tristapena Ebru Sanat Evi Cafe,Antakya,905435773454,12 Kartal Sokak
Antalya İli,Kebap Rh+,Antalya,902423347070,Fabrikalar Mah. Fikri Erten Cad. No:3/1(Özdilek Yanı)
Hatay İli,Mapido Cafè,İskenderun,0326 613 0137,Yenişehir Mah Atatürk Bulv
Mersin (İçel),Nur Cafe Bar,Kızkalesi,"
",30 Akdeniz Mh Avcilar Sk
Antalya İli,Sarı Gaga,Antalya,0536 977 25 44/0 242 230 11 57,Meltem Mah. 100. Yıl Bulv. Migros AVM No:155/C K:Zemin
Mersin (İçel),Yasemin Hill,Mersin,3244615503,Egricam mh.Gmk Bulv.Salih Kalkavan apt. No:5217/C
Adana İli,Ünal Et Kebap,Adana,3631585,"Çınarlı Mah. 61006 Sok. Çınarlı İş Merkez No:26/D Seyhan Merkez, Seyhan"
Adana İli,Mangal Restaurant,Adana,441 1035,Mersin Yolu 10 Km
Adana İli,Ağba Restaurant,Adana,0322 453 6730,Cemalpaşa Mah. 60010 Sok. No:4/A Vali Yolu
Antalya İli,Mojito,Manavgat,905307841963,selimiye mh.barbaros cd. No: 50
Antalya İli,Yıldız Kebap,Antalya,2417835,"Elmalı Mah. Çoşkun İş Hanı No:5 Çarşı, Muratpaşa"
Antalya İli,Arzum lokantasi,Kaş,908713495,Mentese Sokak
Antalya İli,Kaptan Restaurant,Kaş,844 3166,Yali Boyu Mah. No. 21
Mersin (İçel),Burger King,Mersin,3254518,Limonluk Mah. Ismet Inönü Bulv. CarrefourSA K:Zemin D:R1
Antalya İli,Burger King,Alanya,5150506,Cumhuriyet Mah. Keykubat Bulv. Alanyum Alisveris ve Eglence Merkezi No:219 K:2 D:141
Antalya İli,Cinal Lokantasi,Alanya,5132291,Ataturk Cad.
Antalya İli,PizzaTat,Antalya,3220023,Çaybaşı Mah. Onat Cad. 1352 Sok. No:14
Antalya İli,Sun on restaurant alanya,Alanya,05323357925,Ataturk street
Antalya İli,Birtat Restaurant,Serik,02427224399,Atatürk Cad. No:5
Adana İli,Şıra Döner,Adana,0322 457 75 76,Kurtuluş Mah. Ziya Paşa Bulv. No:16/A
Adana İli,Moonlight Restaurant,Adana,"
",Ataturk Caddesi
Antalya İli,Grappa,Antalya,"
",Tekelioglu caddesi
Antalya İli,Hamburgerci Mükerrem,Gazipaşa,322-457 4744,Cemalpaşa Mah. 8. Sok. Yalvaç Apt. Altı
Antalya İli,Himli,Antalya,"
",coner of Akdeniz blv and 10 cd.
Adana İli,Halis Ev Yemekleri,Adana,4585165,Çınarlı Mah. 18. Sok. Levent Apt. No:3 D:3 2000
Antalya İli,Bababeyli Ibrahim Restaurant,Demre (Kale),8742063,Ucagizkoyu
Antalya İli,Pan Çiğ Köfte,Sorgun,4150444,Çay Mah. Mithat Paşa Cad.
Antalya İli,Lara Marmaris Büfe,Antalya,3164800,Eski Lara Cad. No:44
Adana İli,Akoluk Alabalık,Adana,322-3595476,Tepebağ Mah. Cemal Gürsel Cad. 6. Sok. No:10/B
Antalya İli,La Porta Restaurant,Alanya,+(90)2425111166,"Yeni yat limanı ici, Akhan mevkii"
Antalya İli,Cankaya Döner Evi,Antalya,+(90)2423510808,Fener mah Tekellioglu cad 96/A/C
Antalya İli,Nergiz Restaurant,Manavgat,753 1467,Liman Cad. Nar Sok.
Antalya İli,Sea Point,Kalkan,8443634,Cumhuriyet Cad. Gonca Sok. Kalkan Regency Butik Hotel No:2 D:6
Hatay İli,Berk Buket Tatlıcılık,Antakya,2166109,Zenginler Mah. Saydam Cad. No:3
Adana İli,Kebapçı İbo,Adana,0322 234 12 43,Beyazevler Cad. No:4
Antalya İli,Naboen Restaurant & Bar,Alanya,5425977589,Kizlarpinari Mah. Ataturk Bulvari. No: 166
Antalya İli,Pizza House,Manavgat,3210242,Yesilbahce Mah. Eski Lara Yolu Cicek Sitesi A Blok D:4
Adana İli,Baydoner,Adana,"
",Haci Omer Sabanci Bul No:28
Antalya İli,Club Ally,Antalya,(242) 244 77 04,Selcuk mah. Sur sokak. No: 4/8 Kaleici
Antalya İli,Kanatçı Ali Asker,Antalya,+90-242-2446262,Pasa Camii Sok. No 11
Antalya İli,Konyalilar Restaurant,Antalya,3453898,Namik Kemal Bulv. No:19
Adana İli,Smack Bull,Adana,(0322) 4580600,Kurtulus Mah. Sinasi Efendi Cad. Sultan Apt
Antalya İli,Arykanda Restaurant,Finike,02428612150,Arykirtca
Adana İli,Chibo Restaurant,Yüreğir,3555000,Hacı Sabancı Bulv. Adana HiltonSA No:1
Mersin (İçel),Orfoz Restaurant,Silifke,242 753 13 62,Silifke
Antalya İli,Nur Pastaneleri,Serik,242 712 60 66,Rustu Recber Cd. A. Topuz Cd. No:6 Serik
Antalya İli,Pasaport Pizza,Serik,7225602,Rustu Rencber Cad. Carsi
Antalya İli,Sapadere Kanyonu Restaurant,Alanya,02425431212,Demirtas Kasabasi Sapadere Koyo Alanya
Mersin (İçel),Domino's Pizza,Mersin,3255050,Gazi Mah. Gazi Mustafa Kemal Bulv. No:349/B
Antalya İli,Ramazan'in Yeri Restaurant,Antalya,4263231,Antalya-Alanya Yolu Berberoglu Carsisi G Blok D:1-2
Antalya İli,Mersin Tantuni,Serik,7120139,Yeni Mah. Yaşar Uçar Cad. No:1/B Serik Merkez
Antalya İli,Buyuk Gokyazi Restaurant,Demre (Kale),8715686,Gokyazi Mah. Muze Cad. Sahin Otel K:Giris
Antalya İli,Flipper Pizza,Manavgat,7487821,Kizilagac Turizm Merkezi Lyra Park Alisveris ve Eglence Merkezi K:1 D:301
Mersin (İçel),Kukla Kebap,Mersin,3412525,Akkent Mah. Hüseyin Okan Merzeci Bulv. Kipa Alışveriş Merkezi No:759 K:2
Hatay İli,Turan Usta Köfte,Antakya,2148869,Kanatlı Mah. Kanatlı Cad. Munsaroğlu Apt. No:23
Mersin (İçel),Anemonia Restaurant,Anamur,00903248144000,Inonu
Antalya İli,Pizza Pizza,Alanya,5136859,Ataturk Cad. No:56/A
Antalya İli,Lavazza Coffee Shop,Antalya,"
",Hasim Iscan Mah. 1291 Sok. Gulec Apt No:1
Antalya İli,Koço Ocakbaşı,Gazipaşa,+90 322 457 2882,Reşatbey Mah. Türkkuşu Cad. No:9/A
Mersin (İçel),Özsüt,Mersin,3267879,Palmiye Mah. Adnan Menderes Bulv. No:17
Adana İli,Tarihi Tepebağ Ocakbası,Adana,(0322) 234 5142,Süleyman Demirel Bulv. No:8
Hatay İli,Hatunoglu Kunefe,İskenderun,03266169181,Mithat Pasa Caddesi 53/E
Adana İli,Domino's Pizza,Adana,(0322) 232 4757,Toros Mh. Ahmet Sapmaz Blv. Hayal Park Akgün Apt. No: 47/A
Antalya İli,Ozsut,Antalya,3161514,Sirinyali Mah. Ozgurluk Bulv. Boluk Emini Sitesi J2 Blok D:1
Antalya İli,Alanya Divan Restaurant,Alanya,242 513 1201 ,Saray Mah. Ataturk Cad. No 93 Alanya Merkez
Antalya İli,İvriz Konya Sofrası,Antalya,3130207,Meydan Kavağı Mah. 12. Cad. H. Pıhlıs Apt. No:50 D:2 Muratpaşa
Adana İli,Aristone Cafe & Restaurant,Adana,0322 458 6060,Atatürk Cad. No:30
Adana İli,Tekne Restaurant Cafe,Adana,0 536 358 44 72,Adnan Menderes Bulvari Menderes yarim adasi
Antalya İli,Roadhouse Coffee & Kitchen,Antalya,+(90)02423211221,"Meydan Kavağı, 12.cadde E.Aksu Sitesi Ablok 32/7"
Antalya İli,07 Güneyliler Et Lokantası,Serik,0 242 722 84 92 ,Orta Mah. Yeni Yol No:230
Mersin (İçel),Viking Cafe,Mersin,3310577,"Dumlupınar Mah. Adnan Menderes Bulv. No:102/B Yenişehir, Yenişehir"
Antalya İli,Sedir,Alanya,"
",Saray Mah.Guzelyali Cad No:10B
Adana İli,By Tostçu,Adana,0322 457 4746 ,"Volkan Apt., Cemalpaşa Mah., Toros Cad."
Mersin (İçel),Paris Döner,Mersin,2388026,"Kiremithane Mah. 4406 Sok. No:6 İçel Merkez, İçel Merkez"
Hatay İli,Kuzeytepe Bir Yasam Restaurant,Hatay İli Restoranları,0326 241 51 51,Kuzeytepe Beldesi Çevre Yolu Girisi Bahcelievele Sitesi Yani
Antalya İli,Jasmin Garden,Mahmutlar,05372853725,"Cumhuriyet Mah Sukru Cad, Caliskan Apt. No:1"
Antalya İli,Komagene,Serik,7224045,Merkez Mah. Atatürk Cad. No:158/B
Mersin (İçel),Yasemin Cafe,Mersin,(0324) 3276399,Adnan Menderes Blv. No:3
Mersin (İçel),Gündoğdu İskender,Mersin,3315500,Güven Evler Mah. 20. Cad. Forum Mersin No:120-133
Antalya İli,Meltem Restaurant,Mahmutlar,"
",Menderes BulvarI
Antalya İli,Yetimoglu Restaurant,Antalya İli Restoranları,0544 935 63 63,Antep Yolu Evren Sanayi Cikisi 3 km
Antalya İli,Özdemir Piknik,Antalya,2432755,"Deniz Mah. Güllük Cad. No:23/D Antalya Merkez, Antalya Merkez"
Hatay İli,Saray Lokantası,Harbiye,2307487,Cumhuriyet Cad. No:63/A
Antalya İli,Merkez Restaurant,Akseki,242 678 24 16,Yukari Carsi
Antalya İli,McDonald's,Alanya,5119090,Gullerpinari Mah. Keykubat Cad. No:5
Antalya İli,Else Doner,Antalya,2280660,Gursu Mah. Mustafa Kemal Bulv. No:15 D:2
Adana İli,Pizza Uno,Adana,4546910,Cemal Paşa Mah. 1. Sok. No:12
Antalya İli,Grand Ada Restorant,Alanya,+90 5114421,Kızlar Mah. Atatürk Cad. No:218/A Alanya Merkez
Antalya İli,Samdo Dondurma,Alanya,5112824,Kadı Paşa Mah. Bostancıpınarı Cad. Emiroğlu Apt. D:59
Adana İli,Starbucks,Adana,"
",Ziyapasa Bulvari
Mersin (İçel),Özbay Restaurant,Mersin,"
",Pınarbaşı Mah. Atatürk Bul. No:15/a Nut
Mersin (İçel),Kral Künefe,Mezitli,3571314,Menderes Mah. Büyük Hayrettin Paşa Cad. Bozyel Apt. No:50/A
Antalya İli,Ankara Kebapçısı,Sorgun,4150672,Sefaatli Cad. No:4
Antalya İli,Türkmen Kebap Salonu,Sorgun,4153941,Cengiz Topel Cad.
Mersin (İçel),İnci Restoran,Silifke,7233281,Narlı Kuyu Kasabası Akdeniz Mah. Canatan Sok. No:7
Antalya İli,A'Laila Restaurant,Manavgat,753 5045,Mahallesi Kemer Bulvari 22
Adana İli,Pizza Hut,Adana,"
","Sinan Paşa Mah. Hacı Sabancı Bulv. Optimum Outlet ve Eğlence Merkezi No:28 K:2 D:2M05A Yüreğir Merkez, Yüreğir"
Antalya İli,Ottoman House,Alanya,+90 5111421,Damlataş Cad. No:31
Antalya İli,Bolu Mengen Restaurant,Manavgat,746 0566,Ornek Mah. Dogu Garaji 1557 Sok.
Adana İli,Tantuni 33,Adana,+90 322 458 91 37,Cemalpaşa Mah. Toros Cad. Oğuz Apt. No:27/D
Antalya İli,Turkish Cafe,Antalya,242 2283283,Gürsu mah. Akdeniz bulvarı no: 182 konyaaltı
Antalya İli,Urfa Sini Kebap Plaza,Antalya,2444682,Elmali Mah. Hukumet Cad. No:34
