sehir,isim,ilce,adres
Mersin (İçel),"
Arısan Otel
",Silifke,Saray Mah. İnönü Cad. No:81 Silifke Merkez
Antalya İli,"
Grand Astor Beach Hotel
",Alanya,Tosmur Belediyesi Yani
Antalya İli,"
Fame Residence Park
",Kemer,Merkez Mah Deniz Cad 25
Mersin (İçel),"
Atlihan Hotel
",Mersin,Bahce Mah. Istiklal Cad. No:138
Antalya İli,"
Serenis Hotel
",Kumköy,Cumhuriyet Bul. No 153
Antalya İli,"
Lara Otel
",Antalya,Guzeloba Mah. Lara Cad. No:142
Antalya İli,"
Side Ally Hotel
",Manavgat,Titreyengol
Antalya İli,"
SESAM APART
",Alanya,Saray Mah.alaattin Sok
Antalya İli,"
Blue Garden Otel
",Antalya,Akdeniz Bulv. No:88
Antalya İli,"
M.C. Park Beach Resort
",Alanya,"İskele Mevkii, Konakli"
Antalya İli,"
Seher Sun Beach Hotel
",Çolaklı,Everenseki Beldesi
Antalya İli,"
Öz Side Hotel
",Manavgat,"Adnan Menderes Bulvari, No:17"
Antalya İli,"
Victory Resort
",Manavgat,ColaklI Beldesi
Antalya İli,"
Sunland Beach Hotel
",Kemer,", "
Antalya İli,"
Marinem Diana Hotel
",Beldibi,Ataturk Cad No 58/1
Antalya İli,"
Sultan Sipahi Resort
",Alanya,Saray Mahallesi Guzelyali Caddesi No:30
Antalya İli,"
Lara Park Hotel
",Antalya,Lara Caddesi.No:416
Antalya İli,"
Harmony Side Hotel
",Manavgat,Side Mah. 1118 Sok. No: 4
Antalya İli,"
Palmera Otel
",Alanya,Kızlarpınarı Mah. Binek Mevki Alanya Merkez
Antalya İli,"
Queen Elizabeth Elite Suite Hotel & Spa
",Kemer,Cumhuriyet Mah. Atatürk Cad.
Antalya İli,"
La Mer Art Hotel
",Kemer,Kemerden 6 km
Antalya İli,"
Defne Star Hotel
",Manavgat,Denizbuku Mevkii Celal Bayar Bulvari
Antalya İli,"
Eftalia Resort Hotel
",Alanya,Talatiye Mevkii
Antalya İli,"
Blauhimmel Hotel
",Kemer,Merkez Mah. Deniz Cad.
Antalya İli,"
Side Yesiloz Hotel
",Manavgat,Mah.Cemal Gursel Bulvari No:38
Antalya İli,"
Milkyway Apart Hotel
",Manavgat,Side Mah. Celal Bayar Bul. 1132. Sk. No. 8
Antalya İli,"
Elit Koseoglu Apartments
",Manavgat,", "
Antalya İli,"
Melissa Hotel
",Alanya,Kızlar Pınarı Mah. Atatürk Cad. No:233 Alanya Merkez
Antalya İli,"
Side Alegria Hotel & Spa
",Manavgat,Kumköy Mevki
Hatay İli,"
Harbiye Sara Hotel
",Harbiye,Harbiye Bucagi Karyer Mah. Urgen Cad. B Blok 65/A C Blok No:45
Antalya İli,"
Otel Güleryüz
",Antalya,"Tınaztepe Cad. No:8 Muratpaşa, Muratpaşa"
Antalya İli,"
Lake & River Side Hotel & SPA
",Manavgat,Titreyengol Mevkii No:34
Antalya İli,"
Yavuz Motel
",Adrasan,Deniz Mahallesi Adrasan Beldesi Kumluca Antalya
Antalya İli,"
Emir Fosse Beach Hotel
",Alanya,Oba Mevki Sahil Yolu
Antalya İli,"
Nerton Hotel
",Manavgat,Denizbükü Mevki
Antalya İli,"
Side Rose Hotel
",Manavgat,Fatih Sultan Mehmet Bulvari 67
Antalya İli,"
Seher Resort & Spa
",Çolaklı,Evrenseki
Antalya İli,"
Holiday Garden Resort
",İncekum,Alara Tourism Center Okurcalar Mevkii Antalya
Antalya İli,"
Sultan of Dreams Hotel & Spa
",Kızılot,Kizilot Mevki Manavgat Antalya
Antalya İli,"
Bilem High Class Hotel
",Antalya,"Şirinyalı Mah. Eski Lara Yolu 1512 Sok. No:2 Lara, Muratpaşa"
Antalya İli,"
Kurt Hotel
",Belek,Camlik Mah. Siteler Cad. 77. Sok. No: 4 Belek /Antalya
Antalya İli,"
Beltur Hotel
",Beldibi,Bahçecik Mahallesi No:54
Antalya İli,"
Hotel La Mer
",Kemer,Kızıltepe Mevki
Antalya İli,"
Side Sedef Hotel
",Manavgat,Kaktus Sok. No 22
Antalya İli,"
Eski Yeni Tatil Evi
",Antalya,Kilise Yakasi Mevkii No 116
Antalya İli,"
Venus Otel
",Beldibi,Beldibi Sahil Yolu
Antalya İli,"
Dim Suit Hotel
",Alanya,Tosmur Mevkii
Antalya İli,"
Sun Maritim Hotel
",Avsallar,Merkez Avsallar
Antalya İli,"
Ganita Garden Club
",Alanya,"Merkez Konaklı, Alanya"
Antalya İli,"
Ford Hotel
",Adrasan,Sahil Cad No:220
Antalya İli,"
Bilgehan Hotel
",Antalya,Adnan Menderes BulvarI No:1
Antalya İli,"
Ikizler Motel
",Adrasan,Deniz Cd .Adrasan Mevki No 10
Antalya İli,"
Adrasan Hotel
",Adrasan, 
Antalya İli,"
Oz Hotels Side Premium Hotel
",Manavgat,Evrenseki Mevkii
Hatay İli,"
Aykut Otel
",İskenderun,Çay Mahallesi Ulu Cami Caddesi 98. Sokak No: 22
Antalya İli,"
Hotel Asdem Beach Labada
",Kemer,Uluçınar Mah. Deniz Cad. No 8
Antalya İli,"
Krizantem Otel
",Alanya,Oba Gol Mevki Mersin Yolu Alanya Merkez
Antalya İli,"
Ark Suite Otel
",Antalya,Kadı Paşa Mah. Keykubat Bulv. No 8
Antalya İli,"
Ganita Holiday Club
",Alanya,Okurcalar
Antalya İli,"
Siam Elegance Resort & Spa
",Serik,"Belek, Bogazkent Mevkii"
Antalya İli,"
Suite Laguna Apart Hotel
",Antalya,Teoman Pasa Cad. No 53
Antalya İli,"
Club Belinda
",Manavgat,"Çeltek Mevki Side, Manavgat"
Antalya İli,"
Aska Kleopatra Beste Hotel
",Alanya,Saray Mah. Hacı Hamdioğlu Sok. No:11 Alanya Merkez
Antalya İli,"
Kemal Bay Otel
",Alanya,Mustafa Kemal Bulvarı no:154/A
Antalya İli,"
Flower Gardens Hotel
",Alanya,Saray Mah. Yunus Emre Cad. Mehmet Çavuş Sok. No 5 Alanya Merkez
Adana İli,"
Adana Taş Köprü Hotel
",Adana,Seyhan Cad. No:1 Taskopru
Antalya İli,"
Cesars Temple
",Belek,Ileribasi Mevkii
Antalya İli,"
Ay Pansiyon
",Kaş,Kilise Cad. No:5 D:6 Kaş Merkez
Antalya İli,"
Süral Saray Hotel
",Çolaklı,Çolaklı Turizm Beldesi
Antalya İli,"
Justiniano Deluxe Resort
",Okurcalar,Alara Turizm Center
Antalya İli,"
Defne Dream Otel
",Manavgat,Tilkiler Mevki Erhan Demir Bulv
Antalya İli,"
Cann Hotel
",Alanya,Telatiye Mah. 18. Sokak No:6 Konakli Alanya Antalya
Antalya İli,"
Tac Premier Hotel and Spa Alanya
",Alanya,Saray Mah. Ataturk Cad. No:158
Antalya İli,"
Aska Hotels - Costa Holiday
",Manavgat,Yuksek Yargy Tesisleri Cengerky Manavgat
Antalya İli,"
Vikingen Infinity Resort & Spa
",Alanya,Türkler
Antalya İli,"
Endam Hotel
",Beldibi,Bahcecik Mevkii Molla Musa Cad.
Antalya İli,"
Mesut Otel
",Alanya,Obagöl Mevki Mesut Cad. No:2 Alanya Merkez
Antalya İli,"
Margarita Apart Hotel
",Alanya,Saray Mah. Güzeloğlu Sok. No:1 Alanya Merkez
Antalya İli,"
Alara Star Hotel
",Alanya,Incekum Mevkii
Antalya İli,"
Insula Resort & Spa
",Alanya,Telatiye Mah. Mustafa Kemal BulvarI No: 6
Antalya İli,"
PrimaSol Hane Family Resort
",Manavgat,Kumkoy Mevkii
Antalya İli,"
Begonville Apart Hotel
",Manavgat,Yali Mah.Kenan Evren Cad. No:4
Antalya İli,"
Eftalia Holiday Village
",Alanya,Turkler Kasabani
Antalya İli,"
Antalya Adanis Hotel
",Antalya,Eski Lara Yolu Antalya Merkez
Antalya İli,"
Comfort Flora Beach
",Beldibi,Ciftecesmeler mevkii Ataturk Cad. No:139
Antalya İli,"
Eftalia Aqua Hotel
",Türkler,Türkler Alanya
Antalya İli,"
Hotel Lares Park
",Antalya,"Güzel Oba Mah. Kopak Çayı Mevki Lara, Muratpaşa"
Antalya İli,"
Eftalia Aytur Hotel
",Alanya,Gullerpinari Mah. Keykubat Cad. No 103
Antalya İli,"
Acar Otel
",Alanya,Obagöl Mevki Fatih Cad. No:13 Alanya Merkez
Antalya İli,"
Albos Otel
",Adrasan,"Deniz Mah. Sahil Cad. No:188 Çavuşköy, Kumluca"
Antalya İli,"
Buyuk Hotel
",Alanya,Ahmet Tokus BulvarI No 43
Antalya İli,"
Sandy Beach Hotel
",Manavgat,Selimiye Mah. Asterya Sok. No:1
Antalya İli,"
Dream World Aqua
",Kumköy,Cumhuriyet Bulv.
Antalya İli,"
Kosdere Club Hotel
",Avsallar,Fugla Mevkii
Antalya İli,"
Pegasos Club
",Avsallar,İncekum Mevki
Antalya İli,"
Olympos Yavuz Hotel
",Çıralı,Ulupınar Köyü
Antalya İli,"
Yol Kenarı Camping
",Antalya,Ağullu Mah. No : 46 Kaş Antalya
Antalya İli,"
Victoria Princess Apart Hotel
",Manavgat,Cennetlet Cad. 527. Sok. No:4
Antalya İli,"
Aslıhan Hotel
",Kumluca,"Deniz Mah. Adrasan Sahil Cad. No:10 D:12 Çavuşköy, Kumluca"
Mersin (İçel),"
Otel Hantur
",Mersin,Kızkalesi Ahmet Erol Cad. No:21 Akdeniz
Antalya İli,"
Club Insula
",Alanya,Serapsu Mevkii Kale Mah.
Antalya İli,"
Ozgur Bey Spa Hotel
",Alanya,Oba Mahallesi 14. Sk. No:5
Antalya İli,"
Rizzi Hotel
",Kemer,Uzunçınar MahTurizm Bulvari Deniz Caddesi No:1
Antalya İli,"
Ramada Resort Kemer
",Beldibi,Çifte Çeşmeler Mevki Atatürk Cad
Antalya İli,"
PrimaSol Hane Garden
",Manavgat,Kumköy Mevki
Antalya İli,"
Bora Bora Butik Otel
",Alanya,"Merkez Mah. 2. Sok. No:1 Tosmur, Alanya"
Antalya İli,"
Water Planet Hotel & Aquapark
",Okurcalar,Karaburun Mevki
Antalya İli,"
Meder Resort Hotel
",Kemer,Barış Manço Cad.
Antalya İli,"
Club Güneş Garden
",Avsallar,Türkler Kasabası
Antalya İli,"
Vera Mare Resort
",Belek,Akdeniz Cad. 50. Sok. No:18
Antalya İli,"
Patara Prince Hotel & Resort - Special Class
",Kalkan,P.K:10
Antalya İli,"
Primer Sea Sight Hotel
",Alanya,Dadaşlar Cad. No:4 Obagöl
Antalya İli,"
Club Magic Life Jacaranda
",Manavgat,"Sancak Mah. Erkan Mumcu Bulvari,17"
Antalya İli,"
Fame Hotel Kemer
",Kemer,Anafartalar Cad 112
Antalya İli,"
Sun Club Side
",Manavgat,Selimiye Mah. Kiremithane Sok. No: 65/1
Antalya İli,"
Novia White Lilyum
",Kemer,Camyuva Mah. Aga Ceylan Cad. No:6
Antalya İli,"
Kilikya Resort Camyuva
",Kemer,Camyuva mah. Turizm BulvarI Kemer
Antalya İli,"
Nisos Hotel Varuna
",Belek,Kadriye Koyu
Antalya İli,"
Riva Diva Exclusive
",Antalya,Kemeragzi Mevki Lara
Antalya İli,"
Euphoria Excelsior Hotel
",Manavgat,Sorgun Titreyen Gol Mevkii
Antalya İli,"
Kas Otel
",Kaş,Amfitiyatro Sok. 8
Antalya İli,"
Club Hotel Mira
",Kemer,Yeni mah. Ataturk cad. No: 12
Antalya İli,"
Water Side Resort & Spa
",Manavgat,Sorgun Mah. Titreyengol Mevkii Mesire Alani Karsisi
Antalya İli,"
Rose Resort Hotel
",Kemer,Ataturk Bulvari Yeni Mah.
Antalya İli,"
Beyaz Saray Otel
",Manavgat,Kemer Mah
Antalya İli,"
Sural Hotel
",Çolaklı,Çolaklı Turizm Beldesi Çolaklı PK 32
Antalya İli,"
Hera Park Hotel
",Manavgat,Selimiye Mah. İnönü Cad. No:7
Antalya İli,"
Belle Vue Hotel Beldibi
",Beldibi,Beldibi Mah. Molla Musa Caddesi No: 32 Kemer
Antalya İli,"
Telatiye Resort Hotel
",Alanya,Merkez Mah. Ayışığı Sok. No:4
Antalya İli,"
Özcan Hotel
",Alanya,Saray Mah. Belen Sok. No:10 Alanya Merkez
Antalya İli,"
Novia Gelidonya Hotel
",Kemer,Ataturk Bulvari
Antalya İli,"
Magic Garden Resort
",Kemer,Merkez Mh. 497. Sk
Adana İli,"
Grand Adanus
",Adana,"Abidin Paşa Cad. No:36 Seyhan Merkez, Seyhan"
Antalya İli,"
Güneş Suntime Hotel
",Alanya,Guller Pinari Mah. Bulut Sok.no: 6
Antalya İli,"
Meltem Hotel
",Antalya,Altinkum Mah. 417 Sok. No:8
Antalya İli,"
Melissa Residence Hotel
",Kemer,Yeni Mah. Hacı Hafize Cad. No:1 Kemer Merkez
Antalya İli,"
Latanya City Hotel
",Antalya,Meydan Kavağı Mah. Aspendos Bulv. No:36 Antalya Merkez
Mersin (İçel),"
Club Efes Otel
",Silifke,susanoglu mahallesi atakent
Antalya İli,"
Alan Xafira Deluxe Resort & Spa
",Türkler,Turkler
Antalya İli,"
Club Mermaid Village
",Türkler,Kargıçayı Mevki
Antalya İli,"
Royal Atlantis Beach Hotel
",Manavgat,Peri Köyü Taşağıl
Antalya İli,"
Club Hotel Belpınar
",Beldibi,Bahçecik Mah. Atatürk Cad. No:46
Antalya İli,"
Club Green Fugla Beach
",Avsallar,"Fugla Koyu, Turkler Kasabass"
Antalya İli,"
lti Lycus Beach Hotel
",Alanya,Karaburun Mevkii Okurcalar Alanya
Antalya İli,"
Eftalia Splash Resort
",Alanya,"Turkler Kasabasi Merkez Mah.Cumhuriyet Cad. 17, Avsallar"
Antalya İli,"
Club Zigana
",Kemer,Konyaalti Beldibi 2
Antalya İli,"
Aska Bayview Resort
",İncekum,Maraz Ağa Ören Mevki
Antalya İli,"
Michell Hotel & Spa
",Alanya,Kestel Mevkii-Alanya
Antalya İli,"
Dynasty Hotel
",Manavgat,Kumköy Mevki Süleyman Demirel Bulv.
Antalya İli,"
Jasmin Side
",Çolaklı,Yavrudoğan Köyü
Antalya İli,"
Konaktepe Hotel
",Alanya,D-400 Karayolu Uzeri Konakli Kasabasi
Antalya İli,"
Atlas Beach Hotel
",Alanya,Telatiye Koyu Iskele Mevkii No:39
Antalya İli,"
Side Hill Hotel
",Manavgat,Inonu Bulvari no 23
Antalya İli,"
Kleopatra Ada Hotel
",Alanya,Kizlar pinari Qtr. Dinek Sk. No: 12
Antalya İli,"
Grand Atilla Hotel
",Alanya,Obagöl Mevki Alanya Merkez
Antalya İli,"
Serenis Hotel
",Manavgat,"ilica mahallesi, 18. sokak 1, kumkoy"
Antalya İli,"
Diamond Elite Hotel & Spa
",Çolaklı,"Uctepeler Mahellesi, Barbros Hayrettin Pasa Caddesi"
Antalya İli,"
Bluesky Hotel
",Alanya,Cumhuriyet Mah. Azakoğlu Sahil Sitesi
Hatay İli,"
Teras Aqua Park Hotel & SPA
",Harbiye,Darmaşta Mah.Çiftlik Sk.Doğu Cad.No:43 Defne
Antalya İli,"
Kleopatra Royal Palm Otel
",Alanya,Kızlar Pınarı Mah. Atatürk Cad. Hasan Şenli Sok. No:3/A Alanya Merkez
Antalya İli,"
Alara Otel
",İncekum,"İncekum Mevki İncekum (Yeşilköy), Alanya"
Antalya İli,"
Asteria Sorgun Resort
",Manavgat,Sorgun Mevki
Antalya İli,"
Welcome Kemer Resort Hotel
",Antalya,Ataturk Bulvar No 95i
Antalya İli,"
Club Sidelya Hotel
",Çolaklı,Colakli Mevkii PK 8
Antalya İli,"
Corinthia Superior Club
",Kemer,", "
Antalya İli,"
Güneş House Hotel
",Alanya,Gullerpinari Mahhalesi Bulut Sokkak No: 7
Antalya İli,"
Green Garden Suites Hotel
",Alanya,Obagol Mevkii Obacay cad. 2 Sok
Antalya İli,"
Hotel May Flower
",Alanya,Kadıpaşa Mah. Sugözü Cad. No:2
Antalya İli,"
Sunwing Side West Beach
",Manavgat,Yeni Turizm Yolu
Antalya İli,"
Allegra Hotel
",Kalkan,Kömürlük Mevki Zeytinlik Cad.
Antalya İli,"
Yetkin Club Hotel
",Alanya,Merkez Konaklı
Antalya İli,"
Joy Kiriş World Hotel
",Kemer,Kiriş Mevki Kemer Merkez
Antalya İli,"
SENTIDO Palmet Resort
",Kemer,Yeni Mahalle Ataturk Bulvari No:36
Antalya İli,"
Seven Seasons Hotel
",Çıralı,Ulupinar Koyu Cirali Mah. Cirali Sok .No: 227
Antalya İli,"
Villa Önemli Hotel
",Manavgat,Küçük Plaj Cad. Lale Sok. No:1
Antalya İli,"
Chimera Pia Hotel
",Çıralı,Çıralı
Antalya İli,"
Korsan Apart
",Kalkan,Yalıboyu Mah. Nilüfer Sok. No:9
Antalya İli,"
Novia Lucida Beach
",Kemer,Çamyuva Mah. Ağa Ceylan Cad. No:8
Antalya İli,"
Kimeros Park Holiday Village
",Kemer,Ahu Unal Aysal Cad. No:41-43
Antalya İli,"
Queen's Park Turkiz Kemer
",Kemer,Yali Caddesi No. 3
Antalya İli,"
Blue Heaven Hotel
",Alanya,Güllerpınarı Mah. Kaptaner Sok. No:43 D:28 Alanya Merkez
Antalya İli,"
Sunpark Beach Otel
",Alanya,Saray mah. Atatürk Cad. 900. Sok. No:5
Antalya İli,"
Otium Hotel Seven Seas
",Manavgat,Titreyen Göl Mevki
Antalya İli,"
Waterside Resort & Spa Hotel
",Manavgat,Titreyengol Mevkii
Antalya İli,"
Mavilim Hotel
",Kaş,Cukurbag Yarim Adasi
Antalya İli,"
Teos Otel
",Antalya,Çağlayan Mah 2050 Sok No 20
Antalya İli,"
Litore Resort Hotel Spa
",Okurcalar,"Karaburun Mevkii Okurcalar, Alanya"
Antalya İli,"
Harun Pansiyon
",Çıralı,Ulupınar Köyü Çıralı Mah. Ovacık Köyü
Antalya İli,"
Sealife Buket Resort & Beach
",Okurcalar,1009 SK. N32: 07415
Antalya İli,"
Sima Peace Pansiyon
",Çıralı,"Ulupınar Köyü Çıralı Mevki Kemer Merkez, Kemer"
Mersin (İçel),"
Hotel Esya
",Anamur,Iskele Mah. Inonu Cad. No 55
Antalya İli,"
Sueno Hotels Deluxe Belek
",Belek,"Akkinlar Mahallesi, Tasliburun Caddesi No: 4"
Antalya İli,"
Yeniacun Apart Hotel
",Alanya,Kizlarpinari Mahallesi Dinek Sk. No:7
Antalya İli,"
Sunwing Side East Beach
",Manavgat,Adnan Menderes Bulvari
Antalya İli,"
The Hotel Patara Viewpoint
",Patara,Gelemis Koy
Antalya İli,"
Sirius Deluxe Hotel
",Avsallar,"Fugla Mah.Marina Sk. No: 7, Turkler"
Antalya İli,"
Onur Pension
",Demre (Kale),Kekova/ Ucagiz
Antalya İli,"
Magic Life Kemer İmperial
",Kemer,Göynük Mevki No:170
Antalya İli,"
Kekova Pansiyon
",Kekova,Merkez Kaleüçağız
Antalya İli,"
Olimpos Natural Pansiyon
",Olimpos,Yazır Mevki
Antalya İli,"
Zeus Pansiyon
",Olimpos,"Yazır Köyü Olympos Mevki Kumluca Merkez, Kumluca"
Mersin (İçel),"
Selefkos Hotel
",Mersin,Antalya yolu 18. kilometre Boğsak
Antalya İli,"
Side Apart Hotel
",Manavgat,YalI Mah.1112 Sk.
Antalya İli,"
Estelar Hotel
",Çıralı,Ulupinar Koyu Cirali Mevkii Kemer
Antalya İli,"
Blue Village Paşabay Otel
",Alanya,Geltelit Mevki Pamukyeri Mah
Antalya İli,"
Villa Mahal
",Kalkan,Kışla Mevki. Sardunya Sk. No:23
Antalya İli,"
Deniz Feneri Light House
",Kaş,Beyan Cenkci Cad. Metin Toker Sok. Kaş Merkez
Antalya İli,"
Sunprime C-Lounge
",Alanya,Ahmet Tokuş Bulvarı Tosmur Mah. 7.Sok ALANYA
Antalya İli,"
Select Apart Hotel
",Alanya,Kadipasa Mahallesi Sipahiler Sokak No:7
Antalya İli,"
Jeans Club Hotels Festival
",Kemer,Tekirova Köyü Kemer Merkez
Antalya İli,"
Side Resort Hotel
",Manavgat,Adnan Menderes Bulvari
Antalya İli,"
Otium Hotel Life
",Kemer,Goynuk Mevki
Antalya İli,"
Erkaptan Hotel
",Alanya,Güller Pınarı Mah. Kaptaner Sok. No:26
Antalya İli,"
Majesty
",Manavgat,Kızılağaç Köyü Kızılot
Antalya İli,"
Karat Hotel
",Alanya,Atatürk Cad. No: 60
Antalya İli,"
Avena Resort & Spa Hotel
",Alanya,Fatih Cad. Obagöl Mevkii no:20
Antalya İli,"
Club Med Palmiye
",Kemer,Tekerlektepe Mevki Kemer Merkez
Antalya İli,"
Kalkan Regency Butik Hotel
",Kalkan,Cumhuriyet Cad. Gonca Sok. No:2/6
Antalya İli,"
Hotel Perse
",Kaş,Koza Sok. No:23
Antalya İli,"
Solim Hotel
",Kiriş,Sahil Caddesi No 8
Antalya İli,"
Time Hotel
",Alanya,Pamukyeri Mevki Konakl
Antalya İli,"
Albatros Apart Otel
",Alanya,Göl Mah. 27. Sok. No:7 Oba
Antalya İli,"
Asfiya Hotel
",Kalkan,Yaliboyu Mah. Cumhuriyet Caddesi
Antalya İli,"
Hotel Kaplan Paradise
",Kemer,Cumayeri Mah. Şehit Er Hasan Yılmaz Cad
Antalya İli,"
Alin Hotel
",Alanya,Saray Mah. Hacı Hamdioğlu Sok. No:7
Antalya İli,"
Atelya Art Hotel
",Antalya,"Barbaros Mah. Civelek Sok. No:21 Yatlimani (Kaleiçi), Muratpaşa"
Antalya İli,"
Club Med Kemer Freestyle
",Kemer,Kemer Tatil Köyü Kemer Merkez
Antalya İli,"
Mr. Crane Hotel
",Kemer,Atatürk Bulv. 147 Sok. No:8
Antalya İli,"
Portakalya Pansiyon
",Finike,Sahil Kent Kum Mah. Finike Merkez
Antalya İli,"
Moda Marine Apartments
",Kestel,"Merkez mah, Sehit Murat Guney caddesi, 5-a2"
Antalya İli,"
Tuğra Suit Hotel
",Alanya,Payallar Kasabası
Antalya İli,"
El Dorado Otel
",Kumluca,Üçbük Mevki 130 Sok. No:23 Çavuşköy
Antalya İli,"
Zen The Inn Resort & Spa
",Alanya,Turkler Beldesi
Antalya İli,"
Aroma
",Alanya,Saray Mah. Güzelyalı Cad. No:37 Alanya Merkez
Antalya İli,"
Anahtar Apart Otel
",Alanya,Kızlarpınarı Mah. Atatürk Cad. Alanya Merkez
Antalya İli,"
Palmiye Park Apart Hotel
",Alanya,Saray Mahallesi Mehmet Akif Ersoy Caddesi No :23
Antalya İli,"
Pinar Hotel
",Alanya,Gullerpinari Mah. Esref Kahvecioglu Cad 21
Antalya İli,"
Antalya Start Otel
",Antalya,Ali Çetinkaya Cad. No 19
Antalya İli,"
Hotel Defne Defnem
",Manavgat,Denizbükü Mevkii Celal Bayar Bulvari
Antalya İli,"
Kutberk Hotel
",Kemer,Dumlupınar Cad. No:12
Antalya İli,"
Sunprime Dogan Side Beach
",Manavgat,Sarmaşık Sok. No:10
Antalya İli,"
Temiz Otel
",Alanya,Çarşı Mah. İskele Cad. No:12/B Alanya Merkez
Antalya İli,"
Celine Hotel
",Alanya,Atatürk Cad. No:226 Alanya Merkez
Antalya İli,"
Villa Sonata
",Alanya,Damlatas Cad. Seral Sok. No:31
Antalya İli,"
Sunny Hill Otel
",Alanya,Çarşı Mah. Damlataş Mevki Sultan Alaattin Cad. No:3 Alanya Merkez
Antalya İli,"
Mehmet Otel
",Patara,gelemiş mah Patara
Adana İli,"
Kristal Otel
",Adana,"Özler Cad. Küçüksaat Meydanı No:5 Seyhan Merkez, Seyhan"
Antalya İli,"
Hotel Saphir
",Antalya,Konakli 07940 Alanya Antaly
Antalya İli,"
Lowe Hotel
",Manavgat,Kemer Mah. 505 Sk.
Antalya İli,"
Otel Lunay
",Antalya,Arapsuyu Mah. 642. Sok. No:30 Arapsuyu
Antalya İli,"
Urcu Hotel
",Antalya,Barbaros Mah. Hamit Efendi Sok. No:6
Antalya İli,"
Hotel Club Side Star
",Manavgat,Feslegenli Caddesi Gundogdu Beldesi
Antalya İli,"
Apollon Otel
",Patara,Merkez Gelemiş
Antalya İli,"
Sifalar Apart Hotel
",Alanya,Yeni Hastane Cad. No 7
Antalya İli,"
Golden Lighthouse Otel
",Patara,Patara Mevki Kaş Merkez
Antalya İli,"
Justiniano Theodora Resort
",Okurcalar,Okurcala Turizm Center
Antalya İli,"
Side Mare Classic
",Manavgat,Kumkoy Mevkii
Antalya İli,"
Wien Hotel
",Alanya,Keykubat Cad. 107
Antalya İli,"
Thalia Beach Resort
",Manavgat,Ilıca Mah. Kumköy Mevki 9. Sok
Hatay İli,"
Turistik Divan Otel
",Antakya,İstiklal Cad. No:56 Antakya Merkez
Antalya İli,"
Gunes Beach
",Alanya,Guller Pinar Keykubat Caddesi No 42
Antalya İli,"
Tekeli Konaklari
",Antalya,Dizdar Hasan Sokak
Antalya İli,"
Dionysia Otel
",Kalkan,Cumhuriyet Cad
Antalya İli,"
Side Beach
",Manavgat,"Selimiye Mah. Sarmasik Sok. No: 25,"
Antalya İli,"
Selenium Hotel
",Manavgat,Yali Mah.1056 Sok 6
Antalya İli,"
Grand Angel Butik Otel
",Antalya,Kılınçarslan Mah. Hesapçı Sok. No:10
Antalya İli,"
Elite Orkide Suite & Hotel
",Alanya,Saray Mah. Yunus Emre Cad. Çelikler Sok. No:34 Alanya Merkez
Antalya İli,"
Grand Lukullus Hotel
",Kemer,Atatürk Bulv. 143. Sok. No:4
Antalya İli,"
Side Prenses Resort & Spa Hotel
",Manavgat,Celal Bayar Bulv. No:9
Antalya İli,"
Mostar Hotel
",Antalya,Kazim Ozalp Cad. No 119
Antalya İli,"
Sirma Apart & Otel
",Manavgat,Selimiye Koyu Deniz Buku Mevkii
Hatay İli,"
NARİN HOTEL
",Antakya,Ataturk Cad. Cebrail Mah. No. 11
Antalya İli,"
PGS Kiris Resort
",Kemer,"Kiriş Beldesi, Sahil Cad. No 7 Kemer Merkez"
Antalya İli,"
Elysee Garden Apart Hotel
",Alanya,Saray Mah. Pelitlik Cad. No:16-18 Alanya Merkez
Antalya İli,"
Aska Club Sun Heaven
",Alanya,Payallar Kasabası
Antalya İli,"
Saphir Villas
",Alanya,", "
Antalya İli,"
Febeach Hotel Side
",Manavgat,Sahil Cad No 3
Antalya İli,"
Miramare Queen Hotel
",Manavgat,Kumköy Mevki
Antalya İli,"
Suncity Apartments
",Manavgat,Yalı Mah. 1095. Sok. No:22
Antalya İli,"
Keptur Resort Hotel
",Antalya,"Hürriyet Mah. Akdeniz Bulv. No:8 Yeşilbayir, Döşemealtı"
Antalya İli,"
Almera Apart Otel
",Alanya,Cumhuriyet Mah. Oba Yolu Cad. Özler Sok. No:3
Antalya İli,"
Musti Apart Hotel
",Alanya,Saray Mah.Bebek Sok. No:9
Antalya İli,"
Nar Apart Hotel
",Manavgat,Celal Bayar Bulvari 1097 sok No. 10
Antalya İli,"
Kardelen Apart Hotel
",Alanya,Hacet Mah. Eşref Kahvecioğlu Sok. No:48
Antalya İli,"
Astoria Hotel
",Kemer,Kavaklı Cad. No 3
Antalya İli,"
Remi Hotel
",Alanya,Guzelyali Caddesi Nergis Sokak No 10
Antalya İli,"
Antey Aqua City
",Antalya,"119.Sk. Antey Aqua Sitesi Konyaalti, Konyaalti"
Antalya İli,"
Ceres Hotel
",Belek,Acısu Mevki
Antalya İli,"
Holiday Park Resort
",Alanya,Alara River Tourism Center Okurcalar
Antalya İli,"
Hane-i Keyif
",Kemer,"Çıralı Mah. No:202 Ulupınar Köyü, Kemer"
Adana İli,"
Yazlique Pansiyon & Apart
",Karataş,karsiyaka mah.
Antalya İli,"
Hotel Royal Hill
",Antalya,Arapsuyu Mah. 575sk No:6 KonyaaltI
Antalya İli,"
Meldi Otel
",Kalkan,Kalamar Yolu
Hatay İli,"
Saadet Grand Hotel
",Antakya,Sumerler Mah.Harbiye Cad.No :101
