sehir,isim,ilce,adres
Muğla İli,"
Sun Apart
",İçmeler,"Golene Mah, Fatih Caddesi No. 34"
Aydın İli,"
Grand Belish Hotel
",Kuşadası,Alacay Mevkii Davutlar
Muğla İli,"
Azul Hotel Bistro
",Marmaris,Selimiye Koyu Buruncuk Mevkii No: 44
İzmir İli,"
Mercan Köşk Alaçatı Butik Otel
",Çeşme,Haci Memiş Mah. 2058 Sokak No: 9
İzmir İli,"
Alkoçlar Alaçatı Hotel
",İzmir,Çark Plajı Liman Mevki
İzmir İli,"
Cactus Hotels Club Yalı Resort
",Gümüldür,Atatürk Mah. Gümüşsuyu Cad. No:17
Muğla İli,"
Otel Aqua
",İçmeler,Cumhuriyet Mah. Sahil Sok. No:27
Muğla İli,"
Dragut Point South Hotel
",Bodrum,"Bahcelievler Mevkii, Bahcelievler Caddesi No:129"
Muğla İli,"
Ersan Resort & Spa
",Bodrum,Icmeler PK 357
Muğla İli,"
Hilton Bodrum Türkbükü Resort & Spa
",Bodrum,Sapli Koyu Golturkbuku Mugla
Muğla İli,"
Kerme Ottoman Palace
",Akyaka,Koyuncu Sok. No:32
Aydın İli,"
Buyuk Anadolu Didim Resort
",Didim,Mavisehir Mah. Kiray Cad. no:22
Muğla İli,"
Club Blue Dreams
",Bodrum,Zeytinli Kahve Mevkii
Muğla İli,"
Romance Hotel
",Marmaris,Uzunyali Cad. Kemal Elgin Bulv. 242
Muğla İli,"
Ece Boutique Hotel
",Fethiye,1. Karagözler Mah. 35 Sok. No 9 Fethiye Merkez
İzmir İli,"
ALAÇATI GOLDEN RESORT
",Çeşme,6082 SK. NO:32
Aydın İli,"
Batihan
",Kuşadası,Ilıca Mevki
Muğla İli,"
Poseidon Hotel
",Marmaris,"UzunyalI Cad. Dergah Mevkii, No 143 Marmaris Merkez"
Muğla İli,"
Vera Miramar Resort
",Bodrum,Atatürk Cad. No:180
Muğla İli,"
Monta Verde Hotel & Villas
",Ölüdeniz,Ovacik Mevkii Cami Yani
Muğla İli,"
Samara Hotel
",Bodrum,Kaynar Mevki Bodrum Merkez
Muğla İli,"
Yasmin Resort Bodrum
",Bodrum,Kadikalesi Mevki
Çanakkale İli Seyahat,"
Hotel Rena
",Küçükkuyu,Mihli mah. Akgun Albayrak cad. No:134
Muğla İli,"
Grand Yazıcı Club Marmaris Palace
",İçmeler,Içmeler Mah. Atatürk Cad. No:62
Muğla İli,"
Club Belcekiz Beach Hotel
",Ölüdeniz,Ölüdeniz Mevki
Aydın İli,"
Hotel Stella
",Kuşadası,Hacı Feyzullah Mah. Bezirgan Sok. No:44 Kuşadası Merkez
Muğla İli,"
Ocean Blue High Class Hotel
",Ölüdeniz,Ölüdeniz Beldesi Hisarönü Mah.
Aydın İli,"
Palm Wings Beach Resort
",Didim,Altınkum Mah. Mehtap Cad. 94. Sok. No:21
Muğla İli,"
Majesty Club Tuana
",Fethiye,Yanıklar Köyü Fethiye Merkez
Muğla İli,"
Palm Bay Beach Hotel
",Datça,Karaincir Koyu
Muğla İli,"
Bodrium Hotel & Spa
",Bodrum,Buyuk Iskender Cad 13
Muğla İli,"
Grand Taner Hotel
",Fethiye,"Oludeniz, Fethiye, Mugla Turkey"
Muğla İli,"
Çuhadar Ahşap Evleri
",Datça,Palamutbükü Datça Merkez
Balıkesir İli,"
Sato Motel
",Balıkesir,Kole Plajı Mevki İstavrit Sok. No 5 Marmara Merkez
Muğla İli,"
Demircioglu Apartments
",İçmeler,"Kayabal Kaddesi, 45"
Muğla İli,"
Imperial Apartments
",İçmeler,Golenye Mh.
İzmir İli,"
Kalispera Pansiyon
",Selçuk,"Kilise yolu uzeri, Sirincekoyu"
İzmir İli,"
Alacati Sailors Hotel
",Çeşme,Kemalpasa Cad. no:66
Balıkesir İli,"
Otel Yarar
",Balıkesir İli Otelleri,Türkeli Beldesi Sahil Yolu No 93 Avşa
Muğla İli,"
İbrahim Bey Butik Hotel
",Fethiye,Foça Mah. Fethiye Merkez
Muğla İli,"
Mandalya Hotel
",Bodrum,Golkoy Mah. Akdeniz Cad. No 56
Balıkesir İli,"
Beykonağı Otel
",Altınoluk,Fener Mah.
Çanakkale İli Seyahat,"
Segmen Hotel
",Çanakkale,Devlet Yolu No.56
İzmir İli,"
Notion Kesre Beach Hotel & Spa
",İzmir,Cumhuriyet Mah. Sahil Yolu 8 .SK. NO: 110
Balıkesir İli,"
Hotel Alevok
",Erdek,Çuğra Mevkii Erdek
Balıkesir İli,"
Mola Cunda Hotel
",Ayvalık,Namik Kemal Mahallesi
Muğla İli,"
Club Anastasia
",Marmaris,Hatipirimi Mah. 133. Sok. No:9 Marmaris Merkez
Balıkesir İli,"
Club Afrodit Tatil Köyü
",Altınoluk,Avcılar Altı Club Afrodit Tatil Köyü Altınoluk
Aydın İli,"
Charisma De Luxe Hotel
",Kuşadası,Akyar Mevki No:7
İzmir İli,"
Gümüldür Mavi Deniz Otel
",Gümüldür,"Fevzi Çakmak Mah. Deniz Cad. No:28 Gümüldür, Menderes(Cumaovası)"
Muğla İli,"
Royal Asarlik Beach
",Bodrum,"Asarlik Mevkii, Advan Mendres Cad"
Muğla İli,"
Martı Resort De Luxe
",İçmeler,Cumhuriyet Mah. 78. Sok. No:2
İzmir İli,"
Paloma Pasha Resort
",Özdere,CukuraltI Mahallesi
Balıkesir İli,"
Amphora Hotel
",Sarımsaklı,Atatürk Bulv. No:64
İzmir İli,"
Alaçatı Beach Resort
",Çeşme,Çark Plajı Liman Mevki No:11
Muğla İli,"
Otel Mavi Beyaz
",Datça,Palamutbükü
Muğla İli,"
The Grand Üçel Hotel
",Ölüdeniz,Ataturk Caddesi-Ovacik
Muğla İli,"
Green Nature Diamond Hotel
",Marmaris,Kenan Evren Blv 248. Sk
Muğla İli,"
Casa De Maris Spa & Resort Hotel
",Marmaris,Şirinyer mahallesi 100. sokak No:2
Muğla İli,"
Montana Pine Resort
",Fethiye,Ovacik Mah. Gokceovacik Koyu
Muğla İli,"
Baga Hotel Gökova
",Akyaka,Gumruk Sokak No.3
Muğla İli,"
Turunç Otel
",Marmaris,Turunç Beldesi Marmaris Merkez
İzmir İli,"
Oliviera Resort
",Dikili,Bademli Köyü Kalem Adası Dikili Merkez
Muğla İli,"
Flow Datca Surf & Beach Club
",Datça,Kızlanaltı Kösekesik Mevkii
Muğla İli,"
Jiva Beach Resort
",Fethiye,"Karagedik Mah. 1104, Sok. No: 14, Calis"
İzmir İli,"
Boyalık Beach Hotel & Spa Çeşme
",Çeşme,3200 Sk No:1 BoyalIk Mevkii
İzmir İli,"
Euphoria Aegean Resort & Spa
",Seferihisar,Sigacik Mahallesi Akkum Cd. No: 20
Aydın İli,"
Tuntaş Family Suit Kuşadası
",Kuşadası,Kadınlar Denizi Mevkii Yüksel Yalova Caddesi 2. sokak No:36 Kuşadası
Aydın İli,"
Tuntaş Beach Hotel Altınkum
",Didim,76 sk no 2
Aydın İli,"
Aurum Spa & Beach Resort
",Didim,Fevzi Pasa Mah.Kumluk cad. Oteller Mevkii
Muğla İli,"
Blue Bay Platinum Hotel
",Marmaris,Kenan Evren Bulvari
Muğla İli,"
Liberty Hotels Ölüdeniz
",Ölüdeniz,Belceğiz Mah. Çarşı Cad. No:10
Çanakkale İli Seyahat,"
Öztürk Hotel
",Gelibolu,Camikebir Mah. Döner Kavşak Gelibolu Merkez
İzmir İli,"
Kanarya Hotel
",Çeşme,Çevre Yolu 2067 Sok. No 3
Çanakkale İli Seyahat,"
Sokakagzi Motel
",Assos,"Koyunevi Köyü Sokakağzı Mah. Assos, Ayvacık"
Çanakkale İli Seyahat,"
Gümüş Hotel
",Bozcaada,Alaybey Mah. Cumhuriyet Meydanı Cad. No:28 Bozcaada Merkez
Muğla İli,"
Kocairi Hotel
",Marmaris, 
Muğla İli,"
Hotel Destan
",Fethiye,Hisaronu
Çanakkale İli Seyahat,"
Pansiyon Helles Panorama
",Çanakkale,Seddülbahir Köyü Çanakkale Merkez
Aydın İli,"
Holiday Hotel
",Güzelçamlı,Guzelcamli Mah. Aykut Ozan Sok.No:1 Kusadasi
Muğla İli,"
Filika Butik Otel
",Akyaka,Eski Iskele Mevki
Muğla İli,"
Selimiye Garden Beach Hotel
",Selimiye,Sokak No 37/1
Muğla İli,"
Leda Hotel
",Ölüdeniz,Ovacık Mah.Karacaali Cd. No:7 Ölüdeniz
Aydın İli,"
Dolunay Apart Otel
",Didim,Altınkum Mah. Yalı Cad. Özel İdare Dinlenme Tesisleri No:127
Muğla İli,"
Aktur Apart Otel
",Bodrum,"AK-TUR Tatil Sitesi Apart 3 Tesisleri Bitez, Bodrum"
Muğla İli,"
Hotel Kent Studyo
",İçmeler,Icmeler Mahallesi 321 Sokak no 6
Çanakkale İli Seyahat,"
Koc Termal Tesisleri
",Çanakkale,"Koc Termal Tesisleri, Kulculer Koyu Yani"
Muğla İli,"
Sarıgerme Apart
",Sarıgerme,Sarıgerme Mah.Merkez mevkii.
İzmir İli,"
Olgun Hotel
",İzmir,Ozdere 39
Muğla İli,"
Beste Otel
",Bodrum,Liman Sok. No 18 Göltürkbükü
Çanakkale İli Seyahat,"
Lavantalı Ev
",Bozcaada,Papazbahce Mevkii. Ayazma yolu. No:62
Muğla İli,"
Ay Hotel Gocek
",Göcek,Hurriyet Mah. Hamit Dede Sok. No:11
Muğla İli,"
tanış apart otel
",Muğla,palamutbuku datça
Muğla İli,"
üzüm tatil evi
",Selimiye,HanIm PInarI Sokak No 14/A
Muğla İli,"
Sufi Hotel
",Bodrum,Menemene Mahhalesi Inonu Cad.No:5 Bodrum
Muğla İli,"
Casa Roja Faralya
",Muğla,"Kızılcakaya Mevki No:81 Faralya, Fethiye, Mugla"
Muğla İli,"
Aegean Blue Hotel
",Fethiye,"Ovacik Mah,Babadagi Yulu, Ovacik"
Muğla İli,"
Selimiye Mavisi
",Selimiye,Bozburun Bucagi Selimiye Koyu Gemecit Mevkii Koy Sokagi No:1 Selimiye /mugla
Aydın İli,"
Horizon Hotel
",Didim,Ataturk Bulvari No 1
Çanakkale İli Seyahat,"
Altinkum Motel
",Ayvacık,Akliman Mevki Babakale Köyü Ayvacık Merkez
İzmir İli,"
Altin Yunus Resort & Thermal Hotel
",Çeşme,"Boyalık Mevkii, Kalem Burnu"
Muğla İli,"
Banana Apart
",Marmaris,Şirinyer Mah. Durmazlar Sok. No:14 Armutalan
Muğla İli,"
Green Beach Resort
",Bodrum,Buruncak Mevki Gündoğan
İzmir İli,"
Miplaya hotel
",Çeşme,3208 Sok No:5 Boyalik
Muğla İli,"
Marsoleil Apart
",Marmaris,Çıldır Mah. İnönü Cad. 146 Sok. No:8 Marmaris Merkez
Muğla İli,"
Golden Beach Hotel
",Bodrum,Colakli Km 65
İzmir İli,"
Sheraton Cesme Hotel Resort & Spa
",Çeşme,Ilıca Mah. Şifne Cad. No:35 Çeşme Merkez
Muğla İli,"
Hotel İdaş
",İçmeler,"Kayabal Cad. No:43 İçmeler, Marmaris"
Muğla İli,"
Kaya Misafirevi
",Fethiye,Keçiler Mah. No:41
Muğla İli,"
Aşiyan Apart Otel
",Bodrum,Gazi Mustafa Kemal Bulv. No:135
Muğla İli,"
Ideal Piccolo
",Marmaris,Armutalan Mah. 111 Sokak No. 27
Muğla İli,"
Dreamland Hotel
",Fethiye,Kanalustu Mevki
Aydın İli,"
Hotel Dolphin
",Didim,Karakol Sok No 17
Muğla İli,"
Crystal Otel
",Bodrum,Karakaya Mah. Burun Mevki Karakaya Koyu
Muğla İli,"
Rexene
",Bodrum,Yakamoz Sokak No:4
Çanakkale İli Seyahat,"
Etap Altinel Canakkale
",Çanakkale,GuzelyalI Beldesi
Muğla İli,"
PALMEA HOTEL
",Marmaris,Sirinyer Mah. 128 Sokak No: 3
Muğla İli,"
Serene Beach Resort
",Bodrum,Kadikale Mevkii Turgutreis Bodrum Mugla
Muğla İli,"
Club Koçer Apartments
",Marmaris,Çıldır Mah. Kemal Elgin Bulv. 172. Sok. No:4 Marmaris Merkez
Muğla İli,"
Chronos Beach Hotel
",Bodrum,Cokertme Caddesi Yalı Mevkii No.18
İzmir İli,"
Hakcan Hotel
",İzmir,Akcay Cd. No: 206/A
İzmir İli,"
Reyhan Butik Otel
",Karaburun,Iskele Mahallesi Fener Sokak No 7
Aydın İli,"
Hotel Kısmet
",Kuşadası,Gazi Beğendi Bulvari No 1
Muğla İli,"
Lunamar Apartments
",Armutalan,Sinam Mah 52 Sok 43
Aydın İli,"
Caprice Thermal Palace
",Didim,Akbük Koyu
Muğla İli,"
Riva Bodrum Resort
",Bodrum,Adnan Menderes Caddesi No :110
Çanakkale İli Seyahat,"
Nur badem Apart
",Gökçeada,Yenibademli Köyü
İzmir İli,"
Sahara Butik Otel
",Çeşme,Alacati mah. 2018 No:18
Muğla İli,"
Kriss Hotel
",Bodrum,Deniz Cad. Servi Çıkmazı No:10
Muğla İli,"
Buk Apart Pension
",Datça,Yaka köyü Palamutbükü mah
Muğla İli,"
Dogan Hotel
",Marmaris,Orhaniye Koyu Kecibuku Mevkii
Balıkesir İli,"
Rainbow Holiday Village
",Cunda Island,Namik Kemal
Muğla İli,"
Sea Valley Bungalows
",Fethiye,"Uzunyurt Village, Kabak Koyu"
Aydın İli,"
Holiday Resort Hotel
",Didim,Oteller Mevkii
Muğla İli,"
Happy Nur Hotel
",Ölüdeniz,Hisarönü Mah. İnönü Cad. No:18
Muğla İli,"
Yuvam Hotel
",Marmaris,UzunyalI Sokak No 122
Muğla İli,"
Olympos Hotel
",Ölüdeniz,Ovacık Mah. Park Cad. No:3
Muğla İli,"
Life Apartments
",İçmeler,Barbaros Cad
İzmir İli,"
Solto Alaçatı Otel
",Çeşme,2. Çark Plajı Liman Mevki
Muğla İli,"
Halici Semera Holiday Village
",Muğla,Sirinyer Mah. 136. Sokak NO. 14
Aydın İli,"
Hotel Grand Ozcelik
",Kuşadası,Yavansu Mevkii
Aydın İli,"
Palm Hotel
",Kuşadası,Ataturk Bulv. Riza Sarac Cad. No 1
Balıkesir İli,"
Kapri Konak Hotel
",Ayvalık,Sefa Camlık Mahallesi Kesi Faruk Saglam Sokak No:1
Balıkesir İli,"
Onhann Hotel
",Balıkesir,BandIrma Cad. A Blok No: 114 Yaylada AVM
Muğla İli,"
Hotel Kayamaris
",Marmaris,Siteler Mevki Cumhuriyet Bulv. Marmaris Merkez
Çanakkale İli Seyahat,"
Hamzakoy Blue Park Boutique Hotel
",Gelibolu,Hocahamza Mah. Kemal Reis Cad. No. 41
Muğla İli,"
Sinem Hotel
",Marmaris,Kemal Elgin Bulv. 189 Sok. No 8
Muğla İli,"
Royal Plaza Hotel
",Armutalan,Sinan Mah Inonu Cad. No 7
Muğla İli,"
Angel's Suites Marmaris
",Marmaris,Çıldır Mevki 137 Sok. No 2
İzmir İli,"
Troy Boutique Hotel Suites & Spa
",İzmir,Cumhuriyet Mah. 4326 Sok. No:6
Muğla İli,"
Club Nimara Beach Resort
",Marmaris,Adaagzı Mevki Aktas Mahallesi Yalancıbogaz
Muğla İli,"
Hotel Era
",Fethiye,Ovacik Mah. Babadag Yolu
Muğla İli,"
Lavanta Turunc Hotel
",Turunç,Turunc Bay
Aydın İli,"
Egeria Park Hotel
",Kuşadası,Soğucak Yolu Üzeri. No:9
Balıkesir İli,"
Hotel Palmera Resort
",Ayvalık,Kahramanlar Mah. Hülya Avşar Bulv. No:56
Aydın İli,"
By Karaaslan Inn
",Kuşadası,Türkmen Mah. Rıza Saraç Cad. Atatürk Bulv. No:2 Kuşadası Merkez
Muğla İli,"
Hotel Kerim
",Fethiye,Calis Plaji
Muğla İli,"
Kassandra Hotel
",Bodrum,Pomelan Cad. 23
Aydın İli,"
Marina Hotel Kusadasi
",Kuşadası,Yat Limani Karsisi
Aydın İli,"
Alkoçlar Adakule Otel
",Kuşadası,Bayraklidede Mah. Gazibegendi Mevki
İzmir İli,"
Münevver Abla Konukevi
",Çeşme,Yenimecidiye Mah. Cumhuriyet Cad. No:39
Muğla İli,"
Söğüt Ada Pansiyon
",Marmaris,"Sogut Mahallesi, Cumhuriyet Sokak, No 169 ,Söğüt"
Aydın İli,"
Club Prestige International Holiday Resort & Aqua Hotel
",Kuşadası,Yavansu Mah.Arapderesi Mevkii
Muğla İli,"
Blue Bodrum Beach Otel
",Bodrum,Gumusluk cad. No: 287 Peksimet Koyu Kadikalesi
Balıkesir İli,"
Hotel Club MTK
",Burhaniye,"Ören Mah. İğdeburnu Mevkii Burhaniye Merkez, Burhaniye"
İzmir İli,"
Tav Airport Hotel Izmir
",İzmir,Adnan Menderes Havaalani Yeni Dis Hatlar Terminali Gaziemir
Muğla İli,"
SENTIDO Orka Lotus Beach
",Marmaris,Cumhuriyet Mah. Ataturk Cad. 56
Aydın İli,"
Amara Sealight Elite
",Kuşadası,Huseyin Can Bulvarı 40
Aydın İli,"
Medusa House Butik Otel
",Didim,Apollo Tapınağı Didim Merkez
Muğla İli,"
Ali Baba Hotel
",Bodrum,Lale Sok. No:24 Bodrum Merkez
Muğla İli,"
Hotel Ecem
",İçmeler,Cumhuriyet Mah Cad.50 No:8
Muğla İli,"
Albatros Apart
",Armutalan,Merkez Mah. Yunus Nadi Cad. 230. Sok. No:22
Aydın İli,"
Sunset Village Apartments
",Didim,471 Parlementerler Yolu Sokak 4
Muğla İli,"
Otel Princess Artemisia
",Bodrum,Tilkicik Koyu
Muğla İli,"
Blue Marin Otel
",Bodrum,Cafer Paşa Caddesi No:10
Muğla İli,"
Telmessos Select
",Ölüdeniz,Likya Cad. No. 1
Muğla İli,"
Shimal Residence Hotel
",Akyaka,Papatya Sokak Koyici Mevkii
Muğla İli,"
Candan Apart
",Marmaris,"Kemeraltı Mah. 115. Sok. No:1 Marmaris Merkez, Marmaris"
Muğla İli,"
Karia Pansiyon
",Kapıkırı,"Kapıkırı Köyü, Bafa Gölü, Milas"
Muğla İli,"
Şahin Villa Aparts
",Dalyan,Köyceğiz Cad 322 Sok
Muğla İli,"
Orange Apartments
",Bodrum,Ismet Inonu Cad
Muğla İli,"
Pinarhan Studio Otel
",Bodrum,Pomelan Cad No 4
Muğla İli,"
Ideal Panorama
",Marmaris,Sirinyer mh. 136 sk No.14
Muğla İli,"
Hotel Eda
",İçmeler,Osmangazi Caddesi 12
Muğla İli,"
Kaynak Apart
",Bodrum,Yalı Mevki Şah Cad. Kaynak Sok. No:1
Aydın İli,"
Palmin Otel
",Kuşadası,Boyalık Mevki Kadınlar Denizi Kuşadası Merkez
Muğla İli,"
Begonville Beach Hotel
",Marmaris,"207. Sok, No:84"
Muğla İli,"
Hotel Serpina
",Bodrum,Mister Hadi Sok. No. 1
Muğla İli,"
Faber Apart Otel
",İçmeler,Gölenye Mah. İnönü Cad. No:29
Muğla İli,"
Access Centres Turkey
",Marmaris,"Golenye Mah, Sivritas Cad"
Muğla İli,"
Mandalin Otel
",İçmeler,Kenan Evren Bulv. Mandalin Pasajı
Muğla İli,"
Sensimar Bodrum Resort & Spa
",Bodrum,Turgutreis Mah. Zeyyat Mandalinci Cad. No:155
Balıkesir İli,"
Gumuslu Butik Otel
",Balıkesir,"Ataturk BulvarI, Barbaros Cad. 20.Sokak No:32 AyvalIk"
Muğla İli,"
Eski Datça Pansiyon
",Datça,Datça Mah. Can Yücel Sk. No: 5 / Eski Datça
İzmir İli,"
Herakles Butik Otel
",Çeşme,Ildır Köyü No:21 Ildır Köyü
Çanakkale İli Seyahat,"
Assos Ayan Motel
",Assos,Balabanlı Köyü Altı Sivrice Köyu
Muğla İli,"
Altaş Pansiyon
",Muğla,"Sarnıç Köyü Akbük Mevki Gökova, Ula"
Muğla İli,"
Mavi Deniz Konuk Evi
",Selimiye,Selimiye Koyu
Balıkesir İli,"
Çınar Otel
",Marmara Adası,Degirmenardi Mevkii
Aydın İli,"
Suhan 360 Hotel
",Kuşadası,Turkmen Mahallesi Gezi Begendi Caddesi No: 46
İzmir İli,"
Agz Otel
",Dikili,Cumhuriyet mah. Uğur Mumcu Cad. 321 sk.
Çanakkale İli Seyahat,"
Kalais Otel
",Bozcaada,CUMHURIYET MAH. INONU CAD.NO:56
Muğla İli,"
Hotel Baba
",Bodrum,Eskiçeşme Mah. Bodrum Merkez
Muğla İli,"
Nevis Otel
",Ölüdeniz,Hisaronu Village
Aydın İli,"
Sea Pearl Otel
",Kuşadası,Kadınlar Denizi Mah.
Muğla İli,"
Salute Hotel
",Marmaris,Kemal Elgin Bulv. 208. Sok. No:18 Marmaris Merkez
İzmir İli,"
Notion Kesrebeach Hotel&spa
",Özdere,Cumhuriyet Mahallesi Sahil Yolu Caddesi no:110
Muğla İli,"
Eldorador Milta Holiday Village
",Bodrum,Kaynar Mevkii Kizilagac Koyu
Aydın İli,"
Alp Hotel
",Kuşadası,Birlik Yapı Sitesi Kuşadası Merkez
Muğla İli,"
Club Muskebi
",Bodrum, 
Muğla İli,"
Baç Pansiyon
",Bodrum,Cumhuriyet Cad. Barlar Sok. No:16 Bodrum Merkez
Muğla İli,"
Hotel Adler
",Marmaris,Kenan Evren Bulv. 11 Sok. No 4
Muğla İli,"
Melodi Hotel
",Marmaris,Siteler Mah. Kenan Ergin Bulv. No:5 Marmaris Merkez
İzmir İli,"
Alkoclar Exclusive Alacati
",Çeşme,2 Cark Plaji Mevkii Izmir
Muğla İli,"
Mersoy Exclusive Aqua Resort
",İçmeler,Kayabal Cad No 60
Muğla İli,"
Marcan Beach Hotel
",Ölüdeniz,Belceğiz Mah
Muğla İli,"
Uslu Otel Royal Yachting
",Datça,Iskele Mah Nuri Kolcu Sk No:1 Uslu Otel Royal Yachting
İzmir İli,"
Club Hotel Maxima
",Özdere,Kesre Köyü Göztepe Mevki Özdere
Muğla İli,"
Marmaris
",Marmaris,Yalancii Bogaz
Muğla İli,"
Önderhan Hotel
",Bodrum,Eren Sok
Muğla İli,"
Huner Apart Hotel
",Armutalan,Merkez Mah. Yildirim Beyazit Cd. No:10
Muğla İli,"
Nur Apart
",Marmaris,189 Sok. No:1 Marmaris Merkez
Muğla İli,"
Likya Pension
",Dalyan,Maraş Mah. Kaunos Sok. No:32
Muğla İli,"
Ata Lagoon Beach Hotel
",Ölüdeniz,Belcekız Mevki
Balıkesir İli,"
Cunda Selene Otel
",Ayvalık,Nuri Zarplı İlköğretim Okulu Yanı.No:40
Muğla İli,"
Bahar
",Fethiye,Calis Plaji
Muğla İli,"
Barut Fethiye Sensatori
",Fethiye,Kargı Mh. Koymat Mevkii Günlükkent Sit. Kardelen Sk. No:9
Muğla İli,"
Dilhan Hotel
",İçmeler,Kayabal Cad 177 Sok No 6
Muğla İli,"
Small World Hotel
",Bodrum,Haci Ahmetler Mevikii Kizilagac Sok. 13
Muğla İli,"
Kıvılcım Otel
",Marmaris,Cumhuriyet Bulv. no:84 Marmaris
Muğla İli,"
Joy Pegasos Tropical
",Ortaca,Sarıgerme Köyü Ortaca Merkez
Muğla İli,"
Holiday Village Turkey Sarigerme
",Sarıgerme,Sarigerme
Aydın İli,"
Saturn Otel
",Kuşadası,Ant Sok. No:18 Kuşadası Merkez
Muğla İli,"
Blue Bay Classic Hotel
",Marmaris,Kenan Evren Bulv. No:1 Marmaris Merkez
Muğla İli,"
Club Meridyen
",Armutalan,Şehit Ahmet Benler Cad
Muğla İli,"
Prestij Apartments
",İçmeler,Ismet Inonu Caddesi
Muğla İli,"
Kapmar Hotel
",İçmeler,Cumhuriyet mah.Kenan evren Bul.
Muğla İli,"
Costa Mare Hotel Turkbuku
",Bodrum,Menemene Mah. No: 2-1 A
Aydın İli,"
Aurum Club Marmara
",Didim,Ataturk Mh. 3003 Cd. No: 166/A
Muğla İli,"
Fatih Apartments
",Dalyan,Gulpinar Mah 153 Horozlar Mevkii
Aydın İli,"
Pine Clubpeninsula Hotel
",Sogucak,Soğucak Köyü Kuşadası Merkez
Muğla İli,"
Sonet Apart Hotel
",Ölüdeniz,Park Sokak No. 10
Muğla İli,"
Efem Apart
",İçmeler,Gölenya Mah. Piri Reis Cad. No:39
Muğla İli,"
Green Valley Apart Hotel
",Ovacık,Ovacık Mahallesi Okul Caddesi No 8
Muğla İli,"
Tamarisk Beach Hotel
",Bodrum,"Ortakent Yalisi, Kabakum Caddesi Tersane Sokak No. 10"
Muğla İli,"
Cimentepe
",Bodrum,Geris Alti Mevki Cokertme Cad. No 62
Muğla İli,"
Hotel Garden of Eden
",Ovacık,Kırançağıl Mevki Babadağı Yolu Fethiye Merkez
Muğla İli,"
Elite World Marmaris Hotel
",İçmeler,Cumhuriyet Mah. Istiklal Cad. No:6
Muğla İli,"
Akkan Beach Hotel
",Bodrum,Kumbahce Mahallesi Pasatarlasi Caddesi No:5
İzmir İli,"
Kalyon Çeşme
",Çeşme,AltInyunus Mah. 3452 Sokak No: 1 Ilica
Aydın İli,"
Hera Apart Hotel
",Didim,AltInkum mahallesi Yali Caddesi No:10
Aydın İli,"
Club Hotel Lion
",Kuşadası,Mehmet Işık Cad. No:2 Kuşadası Merkez
Muğla İli,"
Kaan Hotel
",Fethiye,Baris Manco Blv 980 sok no 7
Muğla İli,"
Sahra Su Holiday Village & Spa
",Ölüdeniz,"Olüdeniz Mahallesi, Ocakkoy Mevkii"
Muğla İli,"
Jumali House
",Dalyan,Maras
Muğla İli,"
Aydos Club
",Dalyan,Gurpinar Mahallesi Kanal Kiyisi
Muğla İli,"
Bin Kaya Hotel
",Dalyan,Gülpınar Mah. Pazar Yeri Mevki No:3
Muğla İli,"
Hotel Ideal Pearl
",Marmaris,Sirinyer Mahallesi No:13
Muğla İli,"
Candan Club Hotel
",Marmaris,Eski Datca Yolu 127. Sok. No:2
Muğla İli,"
Grand Aquarium
",İçmeler,245. Sokak No:2
Muğla İli,"
Oren Apart Hotel
",İçmeler,Golenye Mah Fatih Cad No 15
Muğla İli,"
Dawn Beach
",Fethiye,Calis Plaji
Muğla İli,"
Club Exelsior
",Marmaris,Höyük Cad. 136. Sok. No:14 Marmaris Merkez
Aydın İli,"
Otel Golden Day
",Kuşadası,Türkmen Mah. Hasan Reis Bulvar No 15
Muğla İli,"
Club Alize
",Marmaris,Yunus Nadi Caddesi No 77
Muğla İli,"
Green Forest Hotel
",Ölüdeniz,Hisarönü Mah. Cumhuriyet Cad. No:47
İzmir İli,"
Neilson Phokaia Beachclub
",Foça,Ismetpasa Mah. 2 Mersinaki Koyu
Muğla İli,"
Sun Apart
",Armutalan,Merkez Mah. 298 Sokak No:5
Muğla İli,"
Neilson Seaside Beachclub
",Bodrum,Yalisi Bagarasi Mevkii
Muğla İli,"
Neilson Adakoy Beachclub
",Marmaris,Adakoy Mh kizilkum Mevkii no76 Cennet Adasi
Muğla İli,"
Club Med Bodrum Palmiye
",Bodrum,Talil Koyu Yalisi
Muğla İli,"
Ören Hill Apart Otel
",İçmeler,Gölenye Mah. İsmet İnönü Cad. 155. Sok. No:8
Muğla İli,"
Club Sun Village
",İçmeler,Ismet Inonu Cad
Muğla İli,"
Turgay
",İçmeler,Golenye Mah Manolya Cad 9
Muğla İli,"
Cettia Apart Hotel
",Marmaris,Sehit Ahmet Benler Street. No:23
Muğla İli,"
White Otel
",Ölüdeniz,226 sokak No 11
Muğla İli,"
Mivara Luxury Resort & SPA
",Bodrum,Gündoğan Mah. Farilya Kücükbük Cad. No.9
Muğla İli,"
Alvaro Apart
",İçmeler,Cumhuriyet Mah. Osman Gazi Cad. 65. Sok. No:4
Muğla İli,"
Amara Hotel
",Bodrum,Pine yarimadasi
Muğla İli,"
Hoppala Pansiyon
",Datça,Mesudiye Köyü Ovabükü Mevki Datça Merkez
Muğla İli,"
Majesty Belizia Hotel
",Bodrum,Icmeler Koyu Kizilagac Mevkii
Aydın İli,"
Ephesus Lodge - Hillside
",Kirazlı,Kirazli Village No 74
